date,SPY,VTI,QQQ,IWM,EFA,EEM,USMV,SPLV,QUAL,MTUM,VLUE,XLU,XLP,XLV,XLF,SHY,IEI,IEF,TLT,GOVT,EDV,TIP,STIP,LQD,HYG,JNK,VCIT,VCSH,BIL,SGOV,SHV,DBC,GSG,USO,UNG,CPER,DBA,GLD,GD=F,IAU,SLV,VNQ,VNQI,XLE,XLB,UUP,FXE,FXY,DBMF,KMLM,BTAL,DBB
2015-08-13,174.41552734375,90.13809967041016,101.9374771118164,104.11272430419922,46.95970153808594,27.98585319519043,34.644893646240234,30.59631729125977,55.14461135864258,64.2177734375,49.97644805908203,16.010351181030273,37.54774856567383,62.88576889038086,16.63252830505371,69.26823425292969,100.16644287109376,83.66156768798828,92.02838134765624,20.167444229125977,79.65315246582031,83.4095687866211,74.58061981201172,79.18297576904297,48.727535247802734,59.08709716796875,58.10331726074219,59.00922775268555,73.86276245117188,,88.42562866210938,13.045103073120115,17.520000457763672,112.72000122070312,214.8800048828125,15.850000381469728,18.386699676513672,106.86000061035156,364.7000122070313,21.540000915527344,14.710000038146973,51.56700134277344,35.09339141845703,22.623804092407227,18.308185577392575,21.02703285217285,104.07107543945312,78.01000213623047,,,17.347553253173828,10.875027656555176
2015-08-14,175.05076599121094,90.4810562133789,102.0945281982422,104.78307342529295,47.03318786621094,28.025293350219727,34.808895111083984,30.77436637878418,55.27241897583008,64.37646484375,49.96121597290039,16.130706787109375,37.66790008544922,63.06145858764648,16.751949310302734,69.23554229736328,100.07707977294922,83.57503509521484,92.2441635131836,20.15147590637207,79.96475982666016,83.320068359375,74.53558349609375,79.25846862792969,48.75572204589844,59.13483810424805,57.99357223510742,58.97209930419922,73.84662628173828,,88.42562866210938,12.96055793762207,17.40999984741211,111.91999816894533,215.1999969482422,15.729999542236328,18.360912322998047,106.8499984741211,362.0499877929688,21.559999465942383,14.550000190734863,51.84626770019531,35.298545837402344,22.57497215270996,18.392662048339844,21.085512161254883,103.61460876464844,78.08999633789062,,,17.347553253173828,10.8584623336792
2015-08-17,176.0287628173828,91.05831146240234,102.9444808959961,105.8886947631836,46.94500350952149,27.71767807006836,34.956512451171875,30.8781681060791,55.562156677246094,65.02880859375,50.14398193359375,16.20857810974121,37.7054443359375,63.6972541809082,16.78512191772461,69.27641296386719,100.23138427734376,83.7245101928711,92.66089630126952,20.183408737182617,80.36913299560547,83.3125991821289,74.49800109863281,79.51253509521484,48.75572204589844,59.05533218383789,58.11013412475586,59.01665115356445,73.84662628173828,,88.42562866210938,12.909832000732422,17.350000381469727,111.12000274658205,209.9199981689453,15.5600004196167,18.31793212890625,107.12999725341795,360.8800048828125,21.57999992370605,14.630000114440918,52.28791427612305,35.18955612182617,22.623804092407227,18.497255325317383,21.11892890930176,103.37683868408205,78.04000091552734,,,17.347553253173828,10.759071350097656
2015-08-18,175.5188751220703,90.82406616210938,102.41791534423828,105.04421997070312,46.59225463867188,27.41793441772461,34.94829177856445,30.88616752624512,55.493988037109375,64.94063568115234,50.08306121826172,16.16963768005371,37.517723083496094,63.60525131225586,16.771854400634766,69.26823425292969,100.16644287109376,83.59077453613281,91.9316635131836,20.15147590637207,79.6332778930664,83.11121368408203,74.46045684814453,79.21043395996094,48.69367218017578,59.03940963745117,57.95242691040039,58.99436569213867,73.86276245117188,,88.42562866210938,12.842196464538574,17.309999465942383,112.4000015258789,208.32000732421875,15.300000190734863,18.31793212890625,107.11000061035156,361.8999938964844,21.600000381469727,14.220000267028809,52.430789947509766,34.93953323364258,22.539159774780277,18.37657165527344,21.16905212402344,102.929931640625,78.04000091552734,,,17.512353897094727,10.593420028686523
2015-08-19,174.13136291503906,90.0125961303711,101.74348449707033,103.9560089111328,46.18071365356445,27.07875633239746,34.82529830932617,30.67058563232422,55.28095626831055,64.68497467041016,49.679466247558594,16.236902236938477,37.17226791381836,63.34589767456055,16.619264602661133,69.33358764648438,100.5318603515625,84.10203552246094,92.8395004272461,20.22330474853516,80.627685546875,83.39468383789062,74.4754867553711,79.5949478149414,48.64852142333984,58.896297454833984,58.267852783203125,59.09098434448242,73.87896728515625,,88.42562866210938,12.69847297668457,16.950000762939453,107.44000244140624,207.3600006103516,15.31999969482422,18.17180061340332,108.5500030517578,353.8999938964844,21.8799991607666,14.56999969482422,52.11903762817383,34.75362014770508,21.917314529418945,18.15128898620605,21.03538703918457,103.83332824707033,78.4000015258789,,,17.677154541015625,10.643115043640137
2015-08-20,170.49525451660156,88.05509185791016,98.9257354736328,101.32685089111328,45.06367492675781,26.65281867980957,34.32509994506836,30.215408325195312,54.1304931640625,63.09829711914063,48.68952941894531,16.141324996948242,36.83434677124024,61.87351989746094,16.267635345458984,69.30911254882812,100.58873748779295,84.330078125,93.77713012695312,20.247243881225582,81.81438446044922,83.62591552734375,74.45295715332031,79.6430435180664,48.41144180297852,58.57814407348633,58.15813446044922,59.03896331787109,73.86276245117188,,88.44164276123047,12.732291221618652,16.90999984741211,106.95999908447266,210.55999755859372,15.579999923706056,18.27495384216309,110.44000244140624,354.3999938964844,22.280000686645508,14.779999732971191,51.7358627319336,34.093284606933594,21.42246437072754,17.809341430664062,20.91843032836914,104.65111541748048,78.62000274658203,,,17.7812442779541,10.792201042175291
2015-08-21,165.36289978027344,85.52035522460938,94.60211944580078,100.14286041259766,44.03482055664063,25.832490921020508,33.439510345458984,29.464832305908203,52.22161865234375,61.00027847290039,47.326473236083984,15.946633338928224,35.82806396484375,59.98283386230469,15.683807373046877,69.38260650634766,100.82427978515624,84.66826629638672,94.05990600585938,20.303098678588867,82.27181243896484,83.65576934814453,74.48300170898438,79.66360473632812,48.236473083496094,58.4031867980957,58.29524612426758,59.05384826660156,73.86276245117188,,88.43360900878906,12.5209321975708,16.649999618530273,105.83999633789062,204.47999572753903,15.420000076293944,17.922517776489258,111.12999725341795,348.3500061035156,22.399999618530277,14.609999656677246,50.77465438842773,33.24063491821289,20.673646926879883,17.37487030029297,20.71793365478516,106.0299835205078,79.48999786376953,,,18.03277969360352,10.60170078277588
2015-08-24,158.39996337890625,82.08210754394531,90.96215057373048,96.23395538330078,42.51359176635742,24.70454216003418,32.184913635253906,27.9077205657959,50.227516174316406,58.58496475219727,45.46844100952149,15.348414421081545,34.58147048950195,57.43126678466797,15.013727188110352,69.41534423828125,101.0678939819336,84.80986785888672,94.03014373779295,20.295129776000977,82.29833984375,83.36483001708984,74.400390625,79.44389343261719,47.84137725830078,57.73521041870117,58.1307258605957,58.95722198486328,73.86276245117188,,88.44967651367188,12.208117485046388,16.110000610351562,99.91999816894533,202.0800018310547,14.989999771118164,17.82796287536621,110.52999877929688,336.70001220703125,22.280000686645508,14.130000114440918,48.39765167236328,31.727657318115234,19.563459396362305,16.646730422973633,20.375417709350582,108.18862915039062,81.86000061035156,,,18.14554214477539,10.361507415771484
2015-08-25,156.53599548339844,81.10338592529297,90.620361328125,95.49394989013672,42.91778945922852,25.02004814147949,31.63551139831543,27.396699905395508,49.63951873779297,58.4262924194336,45.6816635131836,14.877628326416016,34.31863784790039,56.85403060913086,14.814692497253418,69.38260650634766,100.76736450195312,84.34583282470703,92.5195083618164,20.247243881225582,80.19678497314453,83.1634292602539,74.4378890991211,79.03870391845703,47.93733978271485,57.89423751831055,57.8495979309082,58.99436569213867,73.86276245117188,,88.44164276123047,12.258845329284668,16.15999984741211,101.83999633789062,204.32000732421875,15.4399995803833,17.85375213623047,109.16000366210938,339.8999938964844,22.040000915527344,13.989999771118164,47.06626892089844,31.9648551940918,19.28020668029785,16.38524055480957,20.51743698120117,107.22819519042967,81.66000366210938,,,18.050128936767575,10.518876075744627
2015-08-26,162.54600524902344,84.04802703857422,95.18415832519533,97.92285919189452,43.93193435668945,25.8482666015625,32.59490966796875,28.730199813842773,51.92335510253906,60.74467849731445,46.10808563232422,15.143106460571287,35.33242416381836,59.25501251220703,15.371986389160156,69.34174346923828,100.5075225830078,83.82671356201172,90.73360443115234,20.1355094909668,77.962646484375,82.66368103027344,74.34027862548828,78.99063873291016,48.338077545166016,58.46680450439453,57.75359725952149,59.04640197753906,73.87896728515625,,88.44164276123047,12.182756423950195,16.149999618530273,102.16000366210938,203.83999633789065,15.039999961853027,17.776386260986328,107.66999816894533,336.6000061035156,21.739999771118164,13.5600004196167,48.33919906616211,32.58672332763672,19.94437026977539,16.827754974365234,20.76805877685547,105.76373291015624,80.97000122070312,,,18.06747436523437,10.361507415771484
2015-08-27,166.56654357910156,86.08084106445312,97.59540557861328,99.6727523803711,44.46841049194336,26.992000579833984,33.193504333496094,29.257234573364254,52.97153472900391,62.2343864440918,47.17418670654297,15.320096015930176,35.8505973815918,60.40949630737305,15.750150680541992,69.34996032714844,100.483154296875,83.77950286865234,90.78565979003906,20.15945625305176,77.81680297851562,83.06646728515625,74.55812072753906,79.06622314453125,48.69929122924805,58.80080795288086,57.74673080444336,59.03154754638672,73.86276245117188,,88.44164276123047,12.622384071350098,16.90999984741211,111.5999984741211,202.2400054931641,15.649999618530272,17.974096298217773,107.7300033569336,353.3999938964844,21.700000762939453,13.800000190734863,49.27442932128906,33.4457893371582,20.930850982666016,17.43923568725586,20.90172576904297,104.8983917236328,80.23999786376953,,,17.972064971923828,10.618267059326172
2015-08-28,166.574951171875,86.14776611328125,97.57694244384766,100.6565170288086,44.40226745605469,26.64493560791016,33.16070938110352,29.145410537719727,52.98857498168945,62.11979675292969,47.31885528564453,15.274089813232422,35.7755012512207,60.066497802734375,15.677169799804688,69.31731414794922,100.4181671142578,83.79523468017578,91.05352020263672,20.12752914428711,77.93612670898438,83.30514526367188,74.63323974609375,79.21043395996094,48.74444580078125,58.83264923095703,57.7741584777832,59.01665115356445,73.87896728515625,,88.43360900878906,12.952103614807127,17.520000457763672,119.04000091552734,205.75999450683597,15.789999961853027,17.948307037353516,108.6999969482422,366.3500061035156,21.899999618530277,13.920000076293944,49.20297622680664,33.035484313964844,21.40617561340332,17.539812088012695,20.968555450439453,104.35633087158205,79.91000366210938,,,17.694501876831055,10.9164400100708
2015-08-31,165.22909545898438,85.50360870361328,96.3666763305664,100.29083251953124,44.07157516479492,26.692262649536133,32.83271026611328,28.87394142150879,52.40910339355469,61.44104766845703,47.28840637207031,15.029842376708984,35.527679443359375,58.97056198120117,15.544482231140137,69.292724609375,100.25576782226562,83.65372467041016,90.35408782958984,20.11955070495605,77.42565155029297,83.23056030273438,74.64076232910156,79.01127624511719,48.676734924316406,58.86442184448242,57.74673080444336,58.97951126098633,73.87896728515625,,88.44164276123047,13.26491641998291,18.170000076293945,127.12000274658205,203.1999969482422,15.739999771118164,17.948307037353516,108.81999969482422,381.2999877929688,21.959999084472656,13.989999771118164,48.07941436767578,32.695701599121094,21.6275691986084,17.443262100219727,20.935136795043945,104.65111541748048,80.04000091552734,,,17.72052574157715,10.875027656555176
2015-09-01,160.29742431640625,82.99398040771484,93.3549346923828,97.41793823242188,42.59443283081055,25.658960342407227,32.053707122802734,28.14728546142578,50.97744369506836,59.775001525878906,45.73497009277344,14.622760772705078,34.79926300048828,57.42290878295898,15.040263175964355,69.31725311279297,100.48751068115234,84.0293960571289,91.0051040649414,20.157907485961918,77.92286682128906,83.07946014404297,74.59568786621094,79.48989868164062,48.51970672607422,58.602294921875,58.02865219116211,59.13438034057617,73.87896728515625,,88.44243621826172,12.825288772583008,17.31999969482422,118.4800033569336,203.3600006103516,15.4399995803833,17.75919532775879,109.1999969482422,363.6499938964844,22.040000915527344,13.9399995803833,47.16368103027344,31.79176139831543,20.865732192993164,16.912240982055664,20.80982780456543,105.41188049316406,81.04000091552734,,,17.841957092285156,10.767353057861328
2015-09-02,163.34007263183594,84.558349609375,95.9879150390625,99.16780853271484,43.2264404296875,26.029691696166992,32.512908935546875,28.610414505004883,51.86370468139648,61.12369155883789,46.13092803955078,14.63338565826416,35.272369384765625,58.60248565673828,15.245926856994627,69.33366394042969,100.43869018554688,83.80101013183594,90.22207641601562,20.133928298950195,76.96160888671875,82.81768035888672,74.49800109863281,79.37284851074219,48.71810150146485,58.921974182128906,58.12493896484375,59.14923477172852,73.86276245117188,,88.44243621826172,12.935194969177246,17.56999969482422,120.72000122070312,199.3600006103516,15.609999656677246,17.72481346130371,108.62000274658205,367.8500061035156,21.899999618530277,14.020000457763672,47.65077972412109,32.253353118896484,21.05782127380371,17.15361785888672,20.91843032836914,104.74623107910156,80.66000366210938,,,17.789915084838867,10.875027656555176
2015-09-03,163.45712280273438,84.65867614746094,95.51673889160156,99.0111083984375,43.32931900024414,26.132226943969727,32.586708068847656,28.730199813842773,51.9744873046875,61.1148796081543,46.76296615600586,14.700640678405762,35.512657165527344,58.1842041015625,15.332185745239258,69.33366394042969,100.5768814086914,84.00579833984375,90.6620864868164,20.1658935546875,77.18035888671875,82.82514190673828,74.51303100585938,79.75163269042969,48.78617858886719,58.90597534179688,58.34498977661133,59.208797454833984,73.87896728515625,,88.45048522949219,13.019739151000977,17.700000762939453,122.72000122070312,205.44000244140625,15.93000030517578,17.776386260986328,107.83999633789062,369.5,21.76000022888184,14.020000457763672,47.78065872192383,32.21488952636719,21.11642265319824,17.25820541381836,21.018678665161133,103.74774169921876,80.8499984741211,,,18.119518280029297,10.982701301574709
