strategy,window,cumulative_return,max_drawdown,Sharpe,time_in_stress,time_in_credit_stress,time_in_vix_stress,time_in_cmdty_stress,avg_weight_SPY,avg_weight_GOLD,avg_weight_IEF,avg_weight_CASH,avg_weight_CMDTY_FUT
SPY_CASH_TRIGGER_LOCK,2025_PULLBACK,0.24041161718812987,-0.1459905702079367,1.4114320680744281,0,0,0,0,0.8567251461988304,0.0,0.0,0.14327485380116958,0.0
SPY_CASH_TRIGGER_LOCK,FULL_SAMPLE,8.86445389258892,-0.29454945501511776,0.9482196052541987,0,0,0,0,0.7972014189988175,0.0,0.0,0.2027985810011825,0.0
SPY_CASH_CREDIT_ONLY,2008_GFC,-0.35343739607214253,-0.538932244787862,-0.624293809693455,105,105,0,0,0.7619047619047619,0.0,0.0,0.23809523809523808,0.0
SPY_CASH_CREDIT_ONLY,2015_2016,0.006936483325802545,-0.13022918852006427,0.04428286891450826,0,0,0,0,1.0,0.0,0.0,0.0,0.0
SPY_CASH_CREDIT_ONLY,2018Q4,-0.07702794144319391,-0.09762470453693195,-1.5061194749274418,44,44,0,0,0.47619047619047616,0.0,0.0,0.5238095238095238,0.0
SPY_CASH_CREDIT_ONLY,COVID_2020,-0.08547814588904257,-0.26668452134028253,-0.5567062545009176,29,29,0,0,0.7211538461538461,0.0,0.0,0.27884615384615385,0.0
SPY_CASH_CREDIT_ONLY,2022_RATE_WAR,-0.11017301239363031,-0.2637610972914025,-0.4082195871588587,77,77,0,0,0.7837078651685393,0.0,0.0,0.21629213483146068,0.0
SPY_CASH_CREDIT_ONLY,2025_PULLBACK,0.3048626235542884,-0.18755233666641224,1.200700598753348,0,0,0,0,1.0,0.0,0.0,0.0,0.0
SPY_CASH_CREDIT_ONLY,FULL_SAMPLE,6.753417163744088,-0.5389322447878623,0.5925001261635718,294,294,0,0,0.9420575482853765,0.0,0.0,0.057942451714623575,0.0
SPY_CASH_VIX_ONLY,2008_GFC,-0.22818222743636318,-0.449612016428258,-0.46592759974978654,35,0,35,0,0.9206349206349206,0.0,0.0,0.07936507936507936,0.0
