date,macro_regime,active_trigger,SPY_return,CASH_return,final_state,CURRENT_FINAL_return,CURRENT_FINAL_NAV,CURRENT_FINAL_drawdown,SPY_CASH_TRIGGER_LOCK_return,SPY_CASH_TRIGGER_LOCK_NAV,SPY_CASH_TRIGGER_LOCK_drawdown,REGIME_NORMAL_CASH_STRESS_return,REGIME_NORMAL_CASH_STRESS_NAV,REGIME_NORMAL_CASH_STRESS_drawdown,FINAL_WITH_CREDIT_STRESS_CASH_return,FINAL_WITH_CREDIT_STRESS_CASH_NAV,FINAL_WITH_CREDIT_STRESS_CASH_drawdown,weights_CURRENT_FINAL,weights_CASH_STRESS_variant
2015-05-01,STEEP_LOW_RATE,,0.010841533016668,3.968056356828953e-07,NORMAL,0.010841533016668,4.826002305043209,-0.0265655535403547,0.010841533016668,2.3808726374451608,-0.004394026259808337,0.010841533016668,3.659352265744037,-0.004394026259808115,0.010841533016668,4.698378666441091,-0.026565553540354614,SPY:100%,SPY:100%
2015-05-04,STEEP_LOW_RATE,,0.0028473642489996,7.935717540874521e-07,NORMAL,0.0028473642489996,4.839743691472179,-0.0237938310987606,0.0028473642489996,2.3876518490744436,-0.001559173404090064,0.0028473642489996,3.6697717745600125,-0.001559173404089842,0.0028473642489996,4.711756661884178,-0.023793831098760654,SPY:100%,SPY:100%
2015-05-05,STEEP_LOW_RATE,,-0.0114517357592224,3.968056356828953e-07,NORMAL,-0.0114517357592224,4.784320225575076,-0.0349730861915406,-0.0114517357592224,2.3603090910138245,-0.012993053921485975,-0.0114517357592224,3.6277465179010986,-0.012993053921485864,-0.0114517357592224,4.657798869630525,-0.03497308619154049,SPY:100%,SPY:100%
2015-05-06,STEEP_LOW_RATE,,-0.0041167874007672,7.935717540874521e-07,NORMAL,-0.0041167874007672,4.764624196349193,-0.0389458968317084,-0.0041167874007672,2.3505922002860227,-0.017056351681571602,-0.0041167874007672,3.6128118567430265,-0.01705635168157149,-0.0041167874007672,4.638623701928722,-0.03894589683170835,SPY:100%,SPY:100%
2015-05-07,STEEP_LOW_RATE,,0.0039896428701797,3.968056356828953e-07,NORMAL,0.0039896428701797,4.783633345303244,-0.035111634181146,0.0039896428701797,2.359970223698594,-0.013134757563269539,0.0039896428701797,3.6272256858085825,-0.013134757563269317,0.0039896428701797,4.657130153908569,-0.035111634181145934,SPY:100%,SPY:100%
2015-05-08,STEEP_LOW_RATE,,0.0131659859550872,3.968056356828953e-07,NORMAL,0.0131659859550872,4.846614594741793,-0.0224079275085479,0.0131659859550872,2.391041558518234,-0.00014170364178367478,0.0131659859550872,3.6749816882438697,-0.00014170364178356376,0.0131659859550872,4.718445864105942,-0.02240792750854781,SPY:100%,SPY:100%
2015-05-11,STEEP_LOW_RATE,,-0.0047726656108899,7.935717540874521e-07,NORMAL,-0.0047726656108899,4.823483323936232,-0.0270736475744064,-0.0047726656108899,2.3796299166976853,-0.0049136929485755765,-0.0047726656108899,3.6574422295197384,-0.0049136929485753544,-0.0047726656108899,4.695926299793478,-0.027073647574406445,SPY:100%,SPY:100%
2015-05-12,STEEP_LOW_RATE,,-0.0029915158947416,1.190298363207276e-06,NORMAL,-0.0029915158947416,4.809053796904656,-0.0299841722221007,-0.0029915158947416,2.3725112159782817,-0.007890509452759487,-0.0029915158947416,3.646500932956031,-0.007890509452759376,-0.0029915158947416,4.681878361627111,-0.02998417222210059,SPY:100%,SPY:100%
2015-05-13,STEEP_LOW_RATE,,0.0001907029390704,7.935717540874521e-07,NORMAL,0.0001907029390704,4.809970897597873,-0.0297991873527985,0.0001907029390704,2.3729636608401465,-0.007701311257032439,0.0001907029390704,3.6471963314012688,-0.007701311257032328,0.0001907029390704,4.682771209591043,-0.029799187352798517,SPY:100%,SPY:100%
2015-05-14,STEEP_LOW_RATE,,0.0104276189316627,3.968056356828953e-07,NORMAL,0.0104276189316627,4.860127441190412,-0.019682302991324,0.0104276189316627,2.397708021634071,0.0,0.0104276189316627,3.6852279049140795,0.0,0.0104276189316627,4.73160136330882,-0.019682302991324008,SPY:100%,SPY:100%
2015-05-15,STEEP_LOW_RATE,,0.0010837004519523,7.935717540874521e-07,NORMAL,0.0010837004519523,4.865394363494976,-0.0186199322600187,0.0010837004519523,2.4003064189007657,0.0,0.0010837004519523,3.689221588060182,0.0,0.0010837004519523,4.736729001844696,-0.01861993226001868,SPY:100%,SPY:100%
2015-05-18,STEEP_LOW_RATE,,0.0031066642996184,7.935717540874521e-07,NORMAL,0.0031066642996184,4.88050951046761,-0.0155711138392138,0.0031066642996184,2.40776336516051,0.0,0.0031066642996184,3.7006827610611905,0.0,0.0031066642996184,4.751444428731695,-0.015571113839213724,SPY:100%,SPY:100%
2015-05-19,STEEP_LOW_RATE,,-0.0003280477560405,7.935717540874521e-07,NORMAL,-0.0003280477560405,4.878908470274367,-0.0158940535263004,-0.0003280477560405,2.4069735037914928,-0.0003280477560403394,-0.0003280477560405,3.699468760385607,-0.00032804775604045044,-0.0003280477560405,4.749885728048898,-0.015894053526300245,SPY:100%,SPY:100%
2015-05-20,STEEP_LOW_RATE,,-0.0007044448654141,7.935717540874521e-07,NORMAL,-0.0007044448654141,4.875471548253657,-0.0165873019073172,-0.0007044448654141,2.405277923665559,-0.001032261529897105,-0.0007044448654141,3.6968626886125935,-0.001032261529897105,-0.0007044448654141,4.7465396954364705,-0.016587301907317165,SPY:100%,SPY:100%
2015-05-21,STEEP_LOW_RATE,,0.0029124827372926,7.935717540874521e-07,NORMAL,0.0029124827372926,4.8896712749741065,-0.0137231294004881,0.0029124827372926,2.412283254096626,0.0,0.0029124827372926,3.707629737375319,0.0,0.0029124827372926,4.760363910361304,-0.01372312940048781,SPY:100%,SPY:100%
2015-05-22,STEEP_LOW_RATE,,-0.0023889470409834,7.935717540874521e-07,NORMAL,-0.0023889470409834,4.877990109250376,-0.0160792926120971,-0.0023889470409834,2.406520437154738,-0.002388947040983358,-0.0023889470409834,3.6987724062851544,-0.002388947040983358,-0.0023889470409834,4.748991653083642,-0.01607929261209695,SPY:100%,SPY:100%
2015-05-26,STEEP_LOW_RATE,,-0.0107515889380731,7.935717540874521e-07,NORMAL,-0.0107515889380731,4.825543964751729,-0.0266580036055901,-0.0107515889380731,2.3806465186433785,-0.01311485100247689,-0.0107515889380731,3.659004725797289,-0.01311485100247689,-0.0107515889380731,4.697932446959346,-0.026658003605589786,SPY:100%,SPY:100%
2015-05-27,STEEP_LOW_RATE,,0.0094924638974436,3.968056356828953e-07,NORMAL,0.0094924638974436,4.871350266622661,-0.0174185898449504,0.0094924638974436,2.4032447197741758,-0.0037468793546946433,0.0094924638974436,3.6937376960574952,-0.0037468793546946433,0.0094924638974436,4.742527401104736,-0.01741858984495026,SPY:100%,SPY:100%
2015-05-28,STEEP_LOW_RATE,,-0.0011286363421937,3.968056356828953e-07,NORMAL,-0.0011286363421937,4.865852283676196,-0.0185275669336154,-0.0011286363421937,2.4005323304442534,-0.0048712868326787895,-0.0011286363421937,3.689568809455194,-0.0048712868326789005,-0.0011286363421937,4.737174812326,-0.018527566933615125,SPY:100%,SPY:100%
2015-05-29,STEEP_LOW_RATE,,-0.00621265753102,3.968056356828953e-07,NORMAL,-0.00621265753102,4.835622409841184,-0.0246251190363938,-0.00621265753102,2.385618645183062,-0.011053680726871962,-0.00621265753102,3.6666467820049156,-0.011053680726872073,-0.00621265753102,4.707744367552444,-0.024625119036393528,SPY:100%,SPY:100%
2015-06-01,STEEP_LOW_RATE,,0.0020365991869066,7.935717540874521e-07,NORMAL,0.0020365991869066,4.845470634509255,-0.0226386713468941,0.0020365991869066,2.3904771941761114,-0.00903959345714589,0.0020365991869066,3.6741142718598208,-0.009039593457146111,0.0020365991869066,4.717332155903566,-0.02263867134689379,SPY:100%,SPY:100%
2015-06-02,STEEP_LOW_RATE,,-0.0009927337955282,3.968056356828953e-07,NORMAL,-0.0009927337955282,4.8406603720551376,-0.0236089309682904,-0.0009927337955282,2.3881040866780134,-0.010023353342751284,-0.0009927337955282,3.670466854453513,-0.010023353342751506,-0.0009927337955282,4.712649100847669,-0.023608930968290198,SPY:100%,SPY:100%
2015-06-03,STEEP_LOW_RATE,,0.0026496314946673,7.935717540874521e-07,NORMAL,0.0026496314946673,4.853486338231923,-0.0210218544406721,0.0026496314946673,2.3944316824786194,-0.0074002800407830804,0.0026496314946673,3.680192239031206,-0.0074002800407833025,0.0026496314946673,4.725135884328591,-0.021021854440671728,SPY:100%,SPY:100%
2015-06-04,STEEP_LOW_RATE,,-0.0084466332960756,7.935717540874521e-07,NORMAL,-0.0084466332960756,4.812490718925365,-0.0292909238410838,-0.0084466332960756,2.3742067961042173,-0.01578440588506591,-0.0084466332960756,3.6491070047290455,-0.015784405885066244,-0.0084466332960756,4.685224394239539,-0.02929092384108367,SPY:100%,SPY:100%
