date,macro_regime,active_trigger,SPY_return,CASH_return,final_state,CURRENT_FINAL_return,CURRENT_FINAL_NAV,CURRENT_FINAL_drawdown,SPY_CASH_TRIGGER_LOCK_return,SPY_CASH_TRIGGER_LOCK_NAV,SPY_CASH_TRIGGER_LOCK_drawdown,REGIME_NORMAL_CASH_STRESS_return,REGIME_NORMAL_CASH_STRESS_NAV,REGIME_NORMAL_CASH_STRESS_drawdown,FINAL_WITH_CREDIT_STRESS_CASH_return,FINAL_WITH_CREDIT_STRESS_CASH_NAV,FINAL_WITH_CREDIT_STRESS_CASH_drawdown,weights_CURRENT_FINAL,weights_CASH_STRESS_variant
2025-01-02,FLAT_HIGH_RATE,,-0.0024570437313847,0.000164036720381,NORMAL,0.012478652373795,27.753824816322844,-0.0202607141356023,-0.0024570437313847,7.933025103630693,-0.03488302561198009,0.012478652373795024,16.062259358147077,-0.020260714135601265,0.012478652373795024,22.630712993684686,-0.02026071413560082,GOLD:54%; CMDTY_FUT:46%,GOLD:54%; CMDTY_FUT:46%
2025-03-03,FLAT_HIGH_RATE,,-0.0175198744873432,0.000163655882291,NORMAL,0.0020007202613972,28.706005423635556,-0.0327953819568497,-0.0175198744873432,8.044031501147423,-0.047574755878400654,0.002000720261397215,16.613324732799867,-0.0327953819568495,0.002000720261397215,23.407129440241373,-0.03279538195684961,GOLD:49%; CMDTY_FUT:51%,GOLD:49%; CMDTY_FUT:51%
2025-03-04,FLAT_HIGH_RATE,,-0.0118368934526847,0.0001632750077988,NORMAL,0.0047287548304263,28.841749085444818,-0.0282217084472674,-0.0118368934526847,7.948815157338301,-0.05884851201471519,0.004728754830426354,16.691885072379538,-0.028221708447267124,0.004728754830426354,23.517816016648332,-0.028221708447267235,GOLD:49%; CMDTY_FUT:51%,GOLD:49%; CMDTY_FUT:51%
2025-03-05,FLAT_HIGH_RATE,,0.010747915551218,0.000163655882291,NORMAL,-0.0019464208630478,28.78561090329812,-0.0301131979882026,0.010747915551218,8.034248351381615,-0.04873309530094616,-0.0019464208630478525,16.65939563903106,-0.030113197988202445,-0.0019464208630478525,23.472040448900206,-0.030113197988202556,GOLD:49%; CMDTY_FUT:51%,GOLD:49%; CMDTY_FUT:51%
2025-03-06,FLAT_HIGH_RATE,,-0.017751100994333,0.0001632750077988,NORMAL,-0.0016521263179056,28.738053437947787,-0.0317155734991956,-0.017751100994333,7.891631597482687,-0.06561913019882559,-0.001652126317905686,16.631872213055413,-0.031715573499195626,-0.001652126317905686,23.433261673139633,-0.031715573499195515,GOLD:49%; CMDTY_FUT:51%,GOLD:49%; CMDTY_FUT:51%
2025-03-07,FLAT_HIGH_RATE,,0.0056047542726263,0.0001632750077988,NORMAL,0.0035612080896873,28.840395626332874,-0.0282673111664226,0.0056047542726263,7.935862253396671,-0.0603821550265472,0.00356120808968739,16.691101770927194,-0.02826731116642256,0.00356120808968739,23.51671239417778,-0.02826731116642245,GOLD:49%; CMDTY_FUT:51%,GOLD:49%; CMDTY_FUT:51%
2025-03-10,FLAT_HIGH_RATE,,-0.0266355558695019,0.000162894096898,NORMAL,-0.0067910277629928,28.64453969893875,-0.0348663748344991,-0.0266355558695019,7.724486150973652,-0.08540939863231867,-0.006791027762992874,16.577752035405886,-0.03486637483449917,-0.006791027762992874,23.3570097474146,-0.03486637483449906,GOLD:49%; CMDTY_FUT:51%,GOLD:49%; CMDTY_FUT:51%
2025-03-11,FLAT_HIGH_RATE,VIX,-0.0083130688932053,0.0001632750077988,STRESS,-0.0042030684557408,28.52414473770092,-0.0389228975300072,-0.0008367249922012001,7.71802288035922,-0.08617465944611535,-0.0008367249922012001,16.563881015963346,-0.03567392625948895,-0.00420306845574088,23.25883863652481,-0.038922897530006995,IEF:90%; CASH:10%,IEF:90%; CASH:10%
2025-03-12,FLAT_HIGH_RATE,VIX,0.0053066650478867,0.000163655882291,STRESS,-0.0026444463375989,28.448714167616167,-0.0414644143537842,0.000163655882291,7.719285980203248,-0.08602510655374707,0.000163655882291,16.566591792525177,-0.035516108625074816,-0.00264444633759895,23.19733188587565,-0.041464414353783896,IEF:90%; CASH:10%,IEF:90%; CASH:10%
2025-03-13,FLAT_HIGH_RATE,VIX,-0.013330418660348,0.0001632750077988,STRESS,0.0036380828189222,28.5522129458498,-0.0379771825083191,0.0001632750077988,7.720546346681867,-0.08587587729589163,0.0001632750077988,16.569296702929304,-0.03535863251018856,0.00363808281892221,23.281725700454487,-0.03797718250831894,IEF:90%; CASH:10%,IEF:90%; CASH:10%
2025-03-14,FLAT_HIGH_RATE,VIX,0.0206558286805709,0.0001632750077988,STRESS,-0.0031163327235678,28.46323475031637,-0.0409751656952874,0.0001632750077988,7.721806918946833,-0.08572662367262796,0.0001632750077988,16.5720020549777,-0.03520113068338848,-0.0031163327235678604,23.20917209679303,-0.04097516569528725,IEF:90%; CASH:10%,IEF:90%; CASH:10%
