date,spy_price,SPY_return,CASH_return,macro_regime_confirmed,final_regime_confirmed,VIX_LEVEL,VIX_ZSCORE_120D,CMDTY_RET60,WBAA,WAAA,CREDIT_SPREAD,D_CREDIT_15D,D_CREDIT_20D,D_CREDIT_60D,CREDIT_LEVEL_Z_252D,CREDIT_LEVEL_Z_504D,D_CREDIT_15D_Z_252D,D_CREDIT_20D_Z_252D,D_CREDIT_60D_Z_252D,CREDIT_PERCENTILE_252D,CREDIT_PERCENTILE_504D,CREDIT_SPREAD_MA20,CREDIT_SPREAD_MA60,CREDIT_ABOVE_MA20,CREDIT_ABOVE_MA60,SPY_MA20,SPY_MA50,SPY_MA100,SPY_DD
2006-04-19,90.50941467285156,0.0019129944355011,0.0001788610864654,FLAT,FLAT_HIGH_RATE,11.32,-0.6720270822455333,0.1389908396869623,6.59,5.72,0.8700000000000001,-0.009999999999999787,-0.009999999999999787,,,,,,,,,0.8785000000000001,,False,False,89.76950912475586,,,-0.0641834512026088
2006-04-20,90.6338348388672,0.0013746654584536,0.0001788610864654,FLAT,FLAT_HIGH_RATE,11.64,-0.3469681674567749,0.1307339449541285,6.59,5.72,0.8700000000000001,-0.009999999999999787,-0.009999999999999787,,,,,,,,,0.8779999999999999,,False,False,89.79542922973633,,,-0.0628970165175276
2006-04-21,90.64767456054688,0.0001526992839295,0.0001796198257604,FLAT,FLAT_HIGH_RATE,11.59,-0.3872006993288468,0.1490825688073396,6.72,5.88,0.8399999999999999,-0.040000000000000036,-0.040000000000000036,,,,,,,,,0.876,,False,False,89.8313720703125,,,-0.0627539215629817
2006-04-24,90.48177337646484,-0.0018301758416452,0.0001799991412381,FLAT,FLAT_HIGH_RATE,11.75,-0.1986043595947332,0.1261467889908258,6.72,5.88,0.8399999999999999,-0.04999999999999982,-0.040000000000000036,,,,,,,,,0.8739999999999999,,False,False,89.85556182861328,,,-0.0644692466934139
2006-04-25,90.1084976196289,-0.0041254248552673,0.0001811368710749,FLAT,FLAT_HIGH_RATE,11.75,-0.1765855346364211,0.1250000000000004,6.72,5.88,0.8399999999999999,-0.04999999999999982,-0.040000000000000036,,,,,,,,,0.8719999999999999,,False,False,89.86765670776367,,,-0.0683287085159718
2006-04-26,90.1292495727539,0.0002302996240444,0.0001811368710749,FLAT,FLAT_HIGH_RATE,11.76,-0.1420881087046924,0.1146788990825693,6.72,5.88,0.8399999999999999,-0.04999999999999982,-0.040000000000000036,,,,,,,,,0.8699999999999999,,False,False,89.90843544006347,,,-0.0681141449678102
2006-04-27,90.56471252441406,0.0048315386372839,0.0001807576638885,FLAT,FLAT_HIGH_RATE,11.84,-0.0268932796158618,0.0917431192660556,6.72,5.88,0.8399999999999999,-0.04999999999999982,-0.040000000000000036,,,,,,,,,0.8679999999999998,,False,False,89.94299621582032,,,-0.0636117024536838
2006-04-28,90.86881256103516,0.0033578203711419,0.0001803784206118,FLAT,FLAT_HIGH_RATE,11.59,-0.3287785704591807,0.1020642201834867,6.73,5.93,0.8000000000000007,-0.08999999999999897,-0.07999999999999918,,,,,,,,,0.8639999999999999,,False,False,90.00070686340332,,,-0.0604674787528839
2006-05-01,90.1292495727539,-0.0081387988622003,0.0001822742761612,FLAT,FLAT_HIGH_RATE,12.54,0.8883496356367157,0.1250000000000004,6.73,5.93,0.8000000000000007,-0.0699999999999994,-0.08999999999999897,,,,,,,,,0.8595,,False,False,90.0204044342041,,,-0.0681141449678102
2006-05-02,90.80665588378906,0.0075159430955689,0.0001818951772043,FLAT,FLAT_HIGH_RATE,11.99,0.1998984976814672,0.1364678899082574,6.73,5.93,0.8000000000000007,-0.0699999999999994,-0.08999999999999897,,,,,,,,,0.8550000000000001,,False,False,90.07742843627928,,,-0.0611101439098226
