date,strategy_return,spy_return,strategy_nav,spy_nav,strategy_drawdown,spy_drawdown
2025-02-10,0.014676205407477633,0.006791399663027331,1.0598950140219958,1.0223871877800683,0.0,-0.008036113869623551
2025-02-11,0.001430722527232216,0.0007606343178343522,1.0614114296950583,1.023164850561208,0.0,-0.007281592095780276
2025-02-12,-0.004621629112836595,-0.0032215948434023423,1.0565059797308822,1.0198686279546896,-0.004621629112836478,-0.010479728599635085
2025-02-13,0.0062600169789558055,0.0105575681694563,1.0631197251023659,1.0306359605182112,0.0,-3.280087926682551e-05
2025-02-14,-0.008325343717929813,-4.9152155779053075e-05,1.0542688879775777,1.0305853025389282,-0.0083253437179297,-8.195142281197665e-05
2025-02-18,0.014029487118759216,0.00293586851761396,1.0690597397611676,1.0336109654833678,0.0,0.0
2025-02-19,0.0027873971636911904,0.002354943061535275,1.0720396338475944,1.0360450604548597,0.0,0.0
2025-02-20,0.0005982884139463272,-0.004160464644991091,1.0726810227398167,1.0317346316102196,0.0,-0.004160464644991091
2025-02-21,-0.007889166105642083,-0.017104082781476126,1.0642184639730523,1.0140877570626425,-0.007889166105642054,-0.021193386494769983
2025-02-24,0.0010264578884112408,-0.004550479994154144,1.0653108394103903,1.0094731710118123,-0.006870806114012917,-0.02564742640767126
2025-02-25,-0.012757040741116249,-0.004973156979543036,1.051720625630079,1.0044529024657336,-0.019540195701608587,-0.030493034709567546
2025-02-26,-0.0009270594865313676,0.0005049592500177003,1.050745618046908,1.0049601102500407,-0.02044914026434619,-0.030003473199487596
2025-02-27,-0.005820922505678176,-0.01596213571403282,1.0446293092310759,0.9889188005830402,-0.0261510299092379,-0.04548668940241796
2025-02-28,-0.008826222033168369,0.015605610136830705,1.0354091790054472,1.0043514818419212,-0.034746437146031206,-0.03059092680681652
2025-03-03,0.0020156795439571075,-0.017519874487343268,1.0374962321071939,0.9867553699388736,-0.03280079528465474,-0.04757485209605283
2025-03-04,0.004733357336943009,-0.011836999522790603,1.0424070725094892,0.9750751470957961,-0.02822269583272996,-0.0588487081172856
2025-03-05,-0.0019417501102319025,0.010748024045604376,1.0403829784615373,0.985555278223053,-0.030109644520217693,-0.0487331914015785
2025-03-06,-0.001656102846217096,-0.01775120719359835,1.0386599972497512,0.9680604822785711,-0.031715882698446385,-0.06561932561740214
2025-03-07,0.0035576836257351927,0.005604862997103277,1.0423552209146727,0.9734863286546522,-0.02827103414926324,-0.06038224995034669
2025-03-10,-0.00679330636698295,-0.026635555869501948,1.0352741825557752,0.9475569791595749,-0.03487228671995879,-0.08540949102776996
2025-03-11,-0.0009614359795917167,-0.008312737519212798,1.0342788327079235,0.9396801867073232,-0.03580019522840738,-0.09301224186641932
2025-03-12,-0.0008323135303771436,0.005306329122947595,1.033417988441278,0.9446664390483052,-0.03660271177190588,-0.08819946631127817
2025-03-13,0.004740637222976448,-0.013330418660348009,1.0383170482241761,0.9320736399214111,-0.03203559472681716,-0.10035414916007757
2025-03-14,-0.0019191378374769589,0.02065582868057092,1.0363243746896318,0.9513263933453039,-0.03389325184230785,-0.0817712185919417
2025-03-17,0.0024534935445836223,0.0077111050893314825,1.0388669898530276,0.9586621711386443,-0.031522915172324084,-0.07469065996245527
2025-03-18,0.002426039467287653,-0.010808229478246001,1.0413873221716734,0.9483007304008643,-0.029173351541368464,-0.08469161564794547
2025-03-19,0.003230905564859898,0.0108906737410297,1.0447519462660524,0.9586283642640402,-0.02603670232034916,-0.07472329066153827
2025-03-20,0.0015842764697858167,-0.0028915839446995717,1.0464071221912845,0.9558564098770007,-0.024493675185400465,-0.07739880593866577
2025-03-21,-0.001992788742045873,0.000329920251935123,1.044321853858585,0.9561717662645611,-0.026437653207285527,-0.07709442112028542
2025-03-24,-0.004502513748344339,0.01790844377492129,1.0396197803538902,0.9732953145798772,-0.03082113105859019,-0.06056661845135691
2025-03-25,0.0019608933799789515,0.0024037742901859005,1.0416583638988812,0.9756348968338227,-0.028920674630467658,-0.058308432641447916
2025-03-26,0.0014132793093279655,-0.0119382342651847,1.0431305181119679,0.9639875388781312,-0.027548268312206692,-0.06955056717812325
2025-03-27,0.006671859005723777,-0.0026557520973764515,1.0500901378533785,0.9614274269499108,-0.021060207468513892,-0.07202161021084275
2025-03-28,0.002370391437953096,-0.020138286127721727,1.052579262525225,0.9420659263349542,-0.01873973696602571,-0.09070950454475923
2025-03-31,0.01390855354541089,0.006712883545730408,1.0672191175588461,0.9483899051908414,-0.005091826055633852,-0.08460554333952863
2025-04-01,-0.0006134057958217641,0.002824358391568138,1.0665644791667237,0.9510684981780457,-0.005702108495841851,-0.08202014132426472
2025-04-02,0.003547191653306442,0.006328434817011397,1.0703477877849372,0.9570872731752784,-0.0021751433141978804,-0.07621076562530593
2025-04-03,-0.022860094974423248,-0.049280806450378245,1.0458795357005097,0.9099212405098073,-0.02498551430587559,-0.12173584408546834
2025-04-04,-0.009690652149269464,-0.05854295896778716,1.0357442809299966,0.8566517586627236,-0.03443404052723631,-0.17315202652805106
2025-04-07,-0.013721875677333179,-0.0017811321197329644,1.0215319266735663,0.8551259486999436,-0.04768341658138653,-0.1746247520117381
2025-04-08,-0.00502872000513159,-0.01566283611567232,1.0163949286380223,0.8417322511071976,-0.05247235003564232,-0.18755246925491054
2025-04-09,0.008265075012305745,0.10501934995636097,1.0247955089653427,0.9301304249557799,-0.04464096293245312,-0.10222975770241072
2025-04-10,-0.002854769475788052,-0.04381899412347667,1.0218699540274239,0.8893730453305757,-0.04736829274989163,-0.14156914667388099
2025-04-11,0.0007855405662617644,0.01784282319934194,1.0226726743297565,0.9052419713366695,-0.04661996189913942,-0.12625231672912285
2025-04-14,0.004867345046607746,0.009701320140789838,1.0276503751054564,0.9140240135054862,-0.04197953229315465,-0.11777581073143861
2025-04-15,0.0022953065748618834,-0.0028006951238727096,1.0300091477680953,0.9114641109077588,-0.039780581614774824,-0.12024665171648563
2025-04-16,0.009591416128630903,-0.022228145001581212,1.0398883941206356,0.8912039544867638,-0.03057071759825014,-0.1398019367077582
2025-04-17,-0.00032631123665973535,0.0014268092873082061,1.039549066852762,0.8924755325659113,-0.030887053266244746,-0.13857459812212836
2025-04-21,-0.0014146897244720863,-0.023802760939665046,1.038078427469801,0.8712321508197447,-0.03225804739384186,-0.15907890103038225
2025-04-22,0.00010608011271958707,0.02601794068155061,1.0381885469463987,0.8938998172396325,-0.03215538921842587,-0.13719986575952636
2025-04-23,-0.0036991472739000848,0.015495353934636524,1.0343481346131678,0.9077511112898675,-0.03573558897195739,-0.1238304723046183
2025-04-24,0.006577112447311165,0.02104890187237274,1.041151158604185,0.9268582753559452,-0.02939351351168573,-0.10538806589259508
2025-04-25,-0.004721432000856959,0.0072253777163768795,1.0362354342062219,0.9335551764849416,-0.03397616603723108,-0.09892415675909061
2025-04-28,0.005048940252106955,0.00038130205064490497,1.0414673250006452,0.9339111429881255,-0.029098769417441717,-0.09858057469227621
2025-04-29,-0.011178240222576342,0.006299228306147819,1.029825553057824,0.9397940624954632,-0.03995173660528861,-0.0929023279326664
2025-04-30,-0.014327524087615706,0.0003970354979805357,1.0150707026403458,0.9401671940990652,-0.05370685122434993,-0.09254217795672004
2025-05-01,-0.008603463013070837,0.007086914929300692,1.0063375793945277,0.9468300790229647,-0.061848249329363614,-0.08611110156997082
2025-05-02,0.001739806314441817,0.014844129127253636,1.0080884118696185,0.9608849469775493,-0.060216046989642114,-0.07254521675371184
2025-05-05,0.011360531408135794,-0.0057344033922135385,1.019540831934841,0.9553748450780744,-0.04953960187460604,-0.07786361660888408
2025-05-06,0.02028367723465524,-0.008358212160090583,1.0402208690973591,0.9473896194304982,-0.03026076993470861,-0.08557102814180562
2025-05-07,-0.01087504362429101,0.00420532643010918,1.0289084217670275,0.9513737020367004,-0.04080672636585503,-0.08172555581799279
2025-05-08,-0.004442455255934204,0.006967901293785772,1.0243375421408736,0.9580027800859956,-0.04506789956576773,-0.07532711013032656
2025-05-09,0.00917183847597729,-0.0012741154091596707,1.0337326006222693,0.9567821739818703,-0.03630941658505915,-0.07650525010774167
2025-05-12,-0.011460791795721851,0.03304728894130027,1.0218852065140873,0.9884012309393345,-0.04735407371707567,-0.04598625227227848
2025-05-13,0.009364830046049575,0.006603941016484205,1.031454987799664,0.9949285743690782,-0.038432706523374716,-0.03968600175336956
2025-05-14,-0.013131131538804809,0.0012779544649297314,1.0179108166785102,0.9962000477829793,-0.051059173137428804,-0.03845876419157579
2025-05-15,0.0025958380028081943,0.004884447976478912,1.0205531482599137,1.001065935090541,-0.04859587647664276,-0.033762166048030284
2025-05-16,-0.006004911511586965,0.006334078244299102,1.0144248169117414,1.007406765051107,-0.05430897405015955,-0.027641940005176502
2025-05-19,0.006871800947152699,0.001093917986384696,1.0213957423294107,1.008508785431002,-0.04781037356232365,-0.026578260034142098
2025-05-20,0.011269433365824234,-0.0033623352652387695,1.0329062935877287,1.0051178407764443,-0.03707973601555503,-0.029851230278379215
2025-05-21,0.0036367389638812414,-0.01685069102724135,1.0366627041516572,0.9881809105955525,-0.03357784637241212,-0.046198907447416615
2025-05-22,-0.006308045597092659,0.0003946470773714683,1.0301233885450631,0.9885708933038333,-0.03967408138353545,-0.04582249263384697
2025-05-23,0.011604631513742691,-0.006825781018315102,1.0420775908828166,0.9818231248650612,-0.028529852964894964,-0.0523354993517301
2025-05-27,-0.012053650987820453,0.020790561118512407,1.0295167513000865,1.002235778550137,-0.04023961506234264,-0.03263302263115775
2025-05-28,-0.0011168543901904744,-0.005785415081261958,1.0283669309966224,0.9964374285619327,-0.041311527661791136,-0.038229642131142216
2025-05-29,0.0008176231565257346,0.0039473827948730555,1.0292077476128105,1.0003707485236057,-0.040527681766913126,-0.03443316636787175
2025-05-30,-0.0066003720307075565,-0.0011184568183596477,1.0224145935816795,0.999251877039032,-0.04686055602041683,-0.035513111176529555
2025-06-02,0.021855107024770767,0.005633006470431523,1.0447595739480946,1.0048806693279837,-0.026029591462712554,-0.03008015029114053
2025-06-03,0.0002916809882446696,0.005702485631296383,1.0450643104531019,1.010610986905994,-0.02574550281142929,-0.024549196284666563
2025-06-04,0.0023440669493543205,-0.0002683402981673577,1.0475140111631849,1.0103397992524366,-0.023461785044309624,-0.024810949044183128
2025-06-05,-6.103137450151185e-05,-0.004832872149647116,1.047450079943274,1.0054569561749493,-0.023521384513821686,-0.029523913049188333
2025-06-06,-0.0005968114611186234,0.010268979858962801,1.0468249497306141,1.015781973406964,-0.02410415814308109,-0.019558113658685317
2025-06-09,0.003817483215386522,0.0009012828881442836,1.0508211864056587,1.0166974803176811,-0.02037869214682675,-0.018674458163705943
2025-06-10,-0.0024459617901637187,0.005669767615193333,1.0482509179354158,1.022461918766035,-0.02277480843466595,-0.01311057038664043
2025-06-11,0.012346813284085888,-0.0028520166647609813,1.061193476294036,1.019545840334631,-0.010709191457903722,-0.015925195486174104
2025-06-12,0.00593481743034957,0.003974123438458488,1.067491465834119,1.0235976413552876,-0.004837931123683581,-0.012014360740359331
2025-06-13,0.025881043227331438,-0.011179963287322514,1.0951192586061793,1.0121538573039457,0.0,-0.023060003915683858
2025-06-16,-0.008406484291616634,0.009514299887150468,1.0859131557612596,1.0217837926342714,-0.008406484291616723,-0.01376510382118612
2025-06-17,0.006690317986436196,-0.008545236528975764,1.0931782600789568,1.0130524084447377,-0.0017724083582394412,-0.02219271428216396
2025-06-18,0.0004199721345080464,-0.00015063576973428638,1.0936373644862398,1.0128998065154105,-0.0013531805858528756,-0.022340007035299814
2025-06-20,-0.0002798779665557996,-0.002348536060589046,1.093331279484518,1.0105209747940453,-0.0016326798269779008,-0.024636076783772665
2025-06-23,-0.018465602316568044,0.009877480504495662,1.0731422588772925,1.0205023760219576,-0.02006813372715055,-0.015001938647415836
2025-06-24,-0.025587300776466804,0.011047208993087754,1.0456834451234622,1.0317760790478148,-0.045141945129918426,-0.004120459205867566
2025-06-25,0.000807944438081831,0.0005603646306042709,1.0465282992469438,1.0323542498692166,-0.04437047287532869,-0.0035624035348642558
2025-06-26,0.0011270935775875084,0.007823881259497956,1.0477078345717887,1.0404312669379314,-0.043293388972753366,0.0
2025-06-27,-0.006001623365352116,0.0049683312642012645,1.0414198867517601,1.0456004741297116,-0.04903518172328136,0.0
2025-06-30,0.0038421534903564686,0.004781205589738269,1.0454211818045702,1.0505997049612534,-0.04538142892753316,0.0
2025-07-01,0.004600939282828082,-0.0003236793082248557,1.0502311011870356,1.0502596475755304,-0.04098928684376846,-0.0003236793082248557
2025-07-02,0.011649998903097768,0.0045332765158159205,1.0624662923638637,1.0550207649713936,-0.02981681308743933,0.0
2025-07-03,-0.003926081977969497,0.007881385954874975,1.058294962601214,1.0633357908105405,-0.03362583181290568,0.0
2025-07-07,0.0011665033181784677,-0.007451918652258582,1.0595294671866997,1.0554118989973853,-0.03249855313911354,-0.007451918652258582
2025-07-08,-0.003954319385059443,-0.0005478153334741442,1.0553397492755616,1.0548337281759834,-0.036324362865508664,-0.007995651710431262
2025-07-09,0.001434137952880526,0.005996626767211355,1.0568532520631813,1.0611591723453209,-0.03494231906002765,-0.0020469718822879734
2025-07-10,-0.001439286433317884,0.0028203102183428364,1.0553321375154787,1.0641519704023745,-0.0363313134875739,0.0
2025-07-11,0.010999530409571414,-0.0035154238705955576,1.0669402954542782,1.0604110251636807,-0.025731410465528737,-0.0035154238705955576
2025-07-14,-0.0070809892436257795,0.0019081172266208757,1.0593853026985756,1.062434413708094,-0.03263019586842475,-0.0016140144848211246
2025-07-15,-0.0026732647278713524,-0.00427316705062708,1.056553285335646,1.0578944539779844,-0.03521623144461761,-0.00588028458193246
2025-07-16,0.001904054290788864,0.0033431911185151097,1.0585650201520365,1.0614311973208501,-0.03337923077041627,-0.0025567523786058644
2025-07-17,-0.003126353081917157,0.006119591369857513,1.0552555721388746,1.0679267225156723,-0.036401228591342205,0.0
2025-07-18,0.004309999453370402,-0.0007323149660010131,1.0598037230779591,1.0671446637941817,-0.03224811841330255,-0.0007323149660010131
2025-07-21,0.005357574667225216,0.001896175165666536,1.0654817006569526,1.0691681570038418,-0.027063315448354164,0.0
2025-07-22,0.0023427546698424903,0.0001431211632245688,1.0679778628867984,1.069321177594155,-0.02478396348715961,0.0
2025-07-23,-0.006169876865070316,0.008507541122114937,1.0613885709781659,1.0784184714852856,-0.030800926349285884,0.0
2025-07-24,-0.0025386279005561972,0.00033105252282705777,1.0586941003385493,1.078775484640934,-0.03326136215884867,0.0
2025-07-25,-0.006958937983956419,0.004224252618048929,1.0513267137503128,1.0833325048062155,-0.0399888363862797,0.0
2025-07-28,0.0007432415049151166,-0.0002511001694515125,1.0521081033991981,1.0830604798306862,-0.03927531624430014,-0.0002511001694516235
2025-07-29,0.009585794275630229,-0.0026375522185667633,1.0621933952341065,1.0802038512592669,-0.03006600707029794,-0.002887990098209281
2025-07-30,-0.010591171124863668,-0.001259331011043141,1.0509435232174822,1.078843517051128,-0.040338743969238644,-0.004143684173762097
2025-07-31,0.0025049728258468365,-0.0037512265266995692,1.0535761081846418,1.074796530631808,-0.03793481860086356,-0.0078793668024707
2025-08-01,0.0012408302069613693,-0.016390369519761472,1.05488341724501,1.057180218336195,-0.03674105906271785,-0.02414059058875795
2025-08-04,-5.9282077321685424e-05,0.01519971367995021,1.0548208815647035,1.0732490549630123,-0.03679816305373518,-0.00930780697382183
2025-08-05,-0.0025390066728210522,-0.005069869050569054,1.05214268430778,1.0678078227957029,-0.039243738945015094,-0.014330486661885633
2025-08-06,-0.0020275727037475633,0.007659581475386812,1.0500093885206299,1.075986783814462,-0.04119174211488463,-0.006780670716667547
2025-08-07,0.004029124645404801,-0.0008376240775045396,1.0542400072258247,1.0750855113772622,-0.03732858413282225,-0.0076126151411182175
2025-08-08,-0.0009384208852844036,0.007797670813968871,1.0532506863849416,1.0834686742918493,-0.038231975095138315,0.0
2025-08-11,-0.006240605829070321,-0.001977539647394999,1.0466777640120155,1.0813260720317268,-0.04423399023757291,-0.001977539647394888
2025-08-12,-0.0031244933679241476,0.010646114455700184,1.0434074262800062,1.0928379931585093,-0.04722027479636304,0.0
2025-08-13,-0.001567613574393897,0.0034230513551560815,1.0417717666349462,1.0965788337319566,-0.04871386522699961,0.0
2025-08-14,-0.00016503252217921378,9.306090191762983e-05,1.0415998404127633,1.0966808823472476,-0.04887085837713534,0.0
2025-08-15,-0.00024618292130361614,-0.002341289856780615,1.0413434163212212,1.0941132345212827,-0.04910501012775692,-0.002341289856780615
2025-08-18,-0.0002134116018014337,-0.00021763143719111255,1.0411211815547188,1.0938751210856041,-0.049307942150690454,-0.002558411755695267
2025-08-19,-0.005095799534553662,-0.005425130066677664,1.0358158367223382,1.087940706277012,-0.05415247829658287,-0.007969662105834274
2025-08-20,0.009182907076558212,-0.0026570836306466505,1.0453276372993867,1.0850499568352492,-0.04546684839618764,-0.01060556967775761
2025-08-21,0.0028824832779607303,-0.004011822287558586,1.0483407767338926,1.080696929235303,-0.042715422548430304,-0.014574844304510726
2025-08-22,0.007485409783624058,0.0153567897013831,1.0561880370406285,1.0972929647085001,-0.03554975520666204,0.0
2025-08-25,0.002981905999603323,-0.004401062092461827,1.059337490484989,1.0924637102371966,-0.03267385523539401,-0.004401062092461716
2025-08-26,-0.001866286143863995,0.004187036349890816,1.0573604636048213,1.0970378955028963,-0.03447916261596551,-0.00023245314953024288
2025-08-27,0.003916465595383283,0.0022785132820093423,1.0615015794824483,1.0995375109186671,-0.030697733474725042,0.0
2025-08-28,0.004949171641145137,0.003541362732142783,1.0667551329966536,1.1034313720824276,-0.025900490185540526,0.0
2025-08-29,0.0056119416005202755,-0.0059636816039791984,1.072741700505086,1.096850858707486,-0.020433900623366252,-0.0059636816039791984
2025-09-02,0.018290372042576816,-0.007410295555874247,1.0923625453129107,1.0887228696637492,-0.0025172722254718227,-0.013329784516566745
2025-09-03,-0.00178836637535812,0.005419655849209892,1.0904090008671723,1.094623372932491,-0.004301136795824445,-0.00798237151198078
2025-09-04,-0.00413327812477508,0.008357264025116162,1.0859020371968302,1.103771429468151,-0.008416637125969628,0.0
2025-09-05,0.0005762916134474253,-0.002896148488535144,1.0865278334338924,1.1005747435110087,-0.007845195949911177,-0.002896148488535033
2025-09-08,0.007610051855349348,0.002456541908713472,1.0947963665886045,1.1032783514921152,-0.00029484644255628467,-0.0004467210899574692
2025-09-09,0.0006836628800502191,0.0023119206976098816,1.095544838225655,1.1058290435481548,0.0,0.0
2025-09-10,0.003423242348058142,0.0028908542790047065,1.0992951537100657,1.1090258341705437,0.0,0.0
2025-09-11,-0.004465852064627955,0.008310264731785644,1.0943858641782342,1.1182421324468903,-0.0044658520646277955,0.0
2025-09-12,0.004859682728943145,-0.0003347065098450175,1.0997042322611807,1.1178678495255774,0.0,-0.0003347065098450175
2025-09-15,0.010681590642350807,0.005323952420932088,1.1114508226978552,1.1238193247693413,0.0,0.0
2025-09-16,0.005416360704340517,-0.0013768859187989202,1.1174708412587229,1.1222719537657924,0.0,-0.0013768859187989202
2025-09-17,-0.010549721973889495,-0.0012423421464923257,1.105681834569515,1.1208777080178027,-0.010549721973889481,-0.0026175175018834373
2025-09-18,-0.004535072017248361,0.004672538520265945,1.100667487821579,1.1261150522850234,-0.01503695024222429,0.0
2025-09-19,0.0007485368386112821,0.004952781371340809,1.1014913779832751,1.1316924539379671,-0.014299669114809732,0.0
2025-09-22,0.0076071410977772225,0.004731100453688075,1.109870578313579,1.1370466046202283,-0.0068013076176403064,0.0
2025-09-23,0.006715743982945597,-0.005443566388828813,1.1173241849717366,1.1308570159407858,-0.0001312394754041657,-0.005443566388828702
2025-09-24,0.001088839385239758,-0.003181633452613686,1.1185407715504148,1.1272590434287457,0.0,-0.008607880408518231
2025-09-25,0.0038026238586340274,-0.0046134974884720625,1.1227941613751673,1.1220584366630297,0.0,-0.01318166546234456
2025-09-26,0.005258243527184112,0.005729144366994232,1.1286980865065785,1.1284868714348761,0.0,-0.007528040759781418
2025-09-29,0.0006928019613152156,0.0028103664411398555,1.1294800507546432,1.1316583330676235,0.0,-0.004738830871760524
2025-09-30,0.0001883695247220582,0.0037668667591119753,1.1296928103749868,1.135921139225128,0.0,-0.0009898146571364341
2025-10-01,-0.0003855799938035277,0.0034074772846366397,1.1292572234281626,1.1397917647041762,-0.0003855799938035087,0.0
2025-10-02,-0.006045905486649004,0.001151803537192908,1.1224298409852003,1.1411045808904259,-0.006429154300252371,0.0
2025-10-03,0.005778885540350864,-1.4767362221612679e-05,1.128916234563328,1.1410877297857471,-0.0006874221067240116,-1.4767362221612679e-05
2025-10-06,0.013990787679514935,0.003586228910336109,1.1447106619090608,1.1451799315915345,0.0,0.0
2025-10-07,0.003139676708099242,-0.003707492250961897,1.1483046833117696,1.140934185869202,0.0,-0.003707492250961786
2025-10-08,0.011275790980871562,0.005963052412792269,1.1612527269031492,1.1477376362190865,0.0,0.0
2025-10-09,-0.013497768223659879,-0.0028970083792374535,1.1455784067463175,1.1444126306697937,-0.01349776822365989,-0.0028970083792374535
2025-10-10,-0.005817082779233959,-0.02702782789908964,1.1389144823241713,1.113481643042506,-0.01923633336780184,-0.029846536434430804
2025-10-13,0.018418470084216192,0.015344074693208754,1.1598915446453397,1.130566988542867,-0.0011721671142503887,-0.014960429225605587
2025-10-14,-0.0005885400083092585,-0.0012216548034567065,1.1592089020660163,1.1291858259506842,-0.0017600172553164928,-0.01616380754883695
2025-10-15,0.00830183861881337,0.004439523175783,1.1688324672964603,1.1341988725947578,0.0,-0.011796043971275982
2025-10-16,0.01341016835398726,-0.006810261153983976,1.1845067074605122,1.1264746820718334,0.0,-0.018525970985231566
2025-10-17,-0.01071748784992227,0.0056763938002961645,1.1718117712151528,1.1328689959733367,-0.010717487849922214,-0.012954737891780366
2025-10-20,0.021784261820864907,0.010400475399621634,1.1973388256440753,1.1446513720969513,0.0,-0.002688997924910841
2025-10-21,-0.033112321283337534,-1.4904481475785936e-05,1.1576921577643347,1.1446343116617796,-0.03311232128333752,-0.002703862328266915
2025-10-22,0.002335977108510587,-0.0051989069274410715,1.1603965001435743,1.1386834644094945,-0.030853693799354542,-0.007888712127118613
2025-10-23,0.016149020632147695,0.005929891190499692,1.1791357671658649,1.145435733453864,-0.015202930104950552,-0.0020056001411659086
2025-10-24,-0.0026614446237557504,0.008172571104630766,1.1759975626176633,1.1547968884313007,-0.017823912972113054,0.0
2025-10-27,-0.016904972381885684,0.011797712023148943,1.1561173563004468,1.1684208495662416,-0.03442757259746809,0.0
2025-10-28,-0.009844670296149499,0.002655998956591077,1.1447357621040128,1.1715241741235487,-0.04393331479229878,0.0
2025-10-29,0.00016612297593660398,0.0004803870398957244,1.1449259290154747,1.1720869591537222,-0.04377449014935808,0.0
2025-10-30,0.01196261612636362,-0.010998143937076876,1.158622238397407,1.1591961780701787,-0.03233553144477863,-0.010998143937076987
