episode_id,start_date,end_date,active_trigger,duration_days,SPY_return,strategy_return,CASH_return,SPY_max_drawdown,strategy_max_drawdown,avoided_drawdown_estimate
1,2025-03-11,2025-03-24,VIX,10,0.027162836627651288,0.004197533244176155,0.001633187264757252,-0.013330418660348009,-0.006486329931681745,-0.006844088728666264
2,2025-04-04,2025-04-24,CREDIT+VIX,14,0.01861373720284698,-0.004520957658051938,0.0022947651460625274,-0.06332259708506516,-0.01868159221173815,-0.044641004873327006
3,2025-11-19,2025-11-25,VIX,5,0.022633705056577025,0.00043624572875300416,0.0007329989018600713,-0.015242245459799575,-0.00018342284794348185,-0.015058822611856093
4,2026-03-09,2026-04-06,VIX,20,-0.017327172916740574,5.0948789775961956e-06,0.002824685815808081,-0.06571742321910845,-0.03263887207725624,-0.03307855114185221
