strategy_id,window,cumulative_return,max_drawdown,Sharpe,time_in_credit_lock,number_credit_entries,number_credit_unlocks,false_recovery_count,missed_rebound_count,avg_weight_SPY,avg_weight_GOLD,avg_weight_IEF,avg_weight_CASH,avg_weight_CMDTY_FUT
CW15_ABS15_ZW126_UZ0P5,2008_GFC,0.5066658646000843,-0.1500709210774308,1.5025376011065372,110,1,1,1,1,0.5552351818055431,0.339324036682404,0.7319066147859922,0.09999999999999999,0.44319216379923965
CW15_ABS15_ZW126_UZ0P5,2011_EURO_DEBT,0.019120574802459656,-0.12478603999535476,0.16368717381065512,0,0,0,0,0,1.0,0.30000000000000004,0.7,,
CW15_ABS15_ZW126_UZ0P5,2015_2016,0.147791812599936,-0.06357779582701362,1.6182198939594874,0,0,0,0,0,0.8328537400730626,0.3,0.7,,0.41203496633152
CW15_ABS15_ZW126_UZ0P5,2018Q4,0.07136202987341322,-0.049027351474675074,2.166787798430286,27,1,1,0,1,0.4950861212123282,0.8213487160809521,0.9,0.1,0.4369329804486762
CW15_ABS15_ZW126_UZ0P5,COVID_2020,0.10112286366197765,-0.15383533620823908,1.054343965817744,53,2,2,2,2,0.5411237107159279,1.0,,,0.458876289284072
CW15_ABS15_ZW126_UZ0P5,2022_RATE_WAR,0.04742768873097014,-0.16905122540885398,0.2296067326922797,120,1,1,1,1,0.49183637814768866,0.7133180965775175,0.8034482758620689,0.1,0.3986452364324591
CW15_ABS15_ZW126_UZ0P5,2025_PULLBACK,0.49337599047685354,-0.08797658983502676,2.1664077785536016,0,0,0,0,0,,0.45266875203223383,0.9,0.1,0.5473312479677661
CW15_ABS15_ZW126_UZ1P0,2008_GFC,0.5611777282655885,-0.12389705845112697,1.6473009797838896,101,1,1,1,1,0.5545065097174294,0.3407685931319616,0.7330645161290323,0.09999999999999999,0.44385070298687995
CW15_ABS15_ZW126_UZ1P0,2011_EURO_DEBT,0.019120574802459656,-0.12478603999535476,0.16368717381065512,0,0,0,0,0,1.0,0.30000000000000004,0.7,,
CW15_ABS15_ZW126_UZ1P0,2015_2016,0.147791812599936,-0.06357779582701362,1.6182198939594874,0,0,0,0,0,0.8328537400730626,0.3,0.7,,0.41203496633152
CW15_ABS15_ZW126_UZ1P0,2018Q4,0.07136202987341322,-0.049027351474675074,2.166787798430286,27,1,1,0,1,0.4950861212123282,0.8213487160809521,0.9,0.1,0.4369329804486762
CW15_ABS15_ZW126_UZ1P0,COVID_2020,0.1901155299673074,-0.15383533620823908,2.019851298250896,39,2,2,1,1,0.5312940383184089,1.0,,,0.46870596168159107
CW15_ABS15_ZW126_UZ1P0,2022_RATE_WAR,0.04742768873097014,-0.16905122540885398,0.2296067326922797,111,1,1,1,1,0.49183637814768866,0.7133180965775175,0.8034482758620689,0.1,0.3986452364324591
CW15_ABS15_ZW126_UZ1P0,2025_PULLBACK,0.49337599047685354,-0.08797658983502676,2.1664077785536016,0,0,0,0,0,,0.45266875203223383,0.9,0.1,0.5473312479677661
CW15_ABS15_ZW126_UZ1P5,2008_GFC,0.5629084791245873,-0.12389705845112786,1.6519999609232618,100,1,1,1,1,0.554411623834691,0.3409356775300435,0.7331983805668016,0.09999999999999999,0.44393547095081226
CW15_ABS15_ZW126_UZ1P5,2011_EURO_DEBT,0.019120574802459656,-0.12478603999535476,0.16368717381065512,0,0,0,0,0,1.0,0.30000000000000004,0.7,,
CW15_ABS15_ZW126_UZ1P5,2015_2016,0.147791812599936,-0.06357779582701362,1.6182198939594874,0,0,0,0,0,0.8328537400730626,0.3,0.7,,0.41203496633152
CW15_ABS15_ZW126_UZ1P5,2018Q4,0.07136202987341322,-0.049027351474675074,2.166787798430286,27,1,1,0,1,0.4950861212123282,0.8213487160809521,0.9,0.1,0.4369329804486762
CW15_ABS15_ZW126_UZ1P5,COVID_2020,0.16574678774842466,-0.15383533620823908,1.4843639249045264,26,2,2,1,1,0.5190450070381222,1.0,,,0.48095499296187777
CW15_ABS15_ZW126_UZ1P5,2022_RATE_WAR,-0.025786403567434335,-0.22713366960304093,-0.12544888610658378,90,2,2,2,1,0.4929856016139907,0.7098878608400416,0.7,,0.3695342987578915
CW15_ABS15_ZW126_UZ1P5,2025_PULLBACK,0.49337599047685354,-0.08797658983502676,2.1664077785536016,0,0,0,0,0,,0.45266875203223383,0.9,0.1,0.5473312479677661
CW15_ABS15_ZW252_UZ0P5,2008_GFC,0.5911973257603962,-0.10238566543315286,1.7716450211365455,238,1,1,1,1,0.5337118878049483,0.33082810283126735,0.7250764525993884,0.09999999999999999,0.45657536148678346
CW15_ABS15_ZW252_UZ0P5,2011_EURO_DEBT,0.019120574802459656,-0.12478603999535476,0.16368717381065512,0,0,0,0,0,1.0,0.30000000000000004,0.7,,
CW15_ABS15_ZW252_UZ0P5,2015_2016,0.147791812599936,-0.06357779582701362,1.6182198939594874,0,0,0,0,0,0.8328537400730626,0.3,0.7,,0.41203496633152
CW15_ABS15_ZW252_UZ0P5,2018Q4,0.07136202987341322,-0.049027351474675074,2.166787798430286,27,1,1,0,1,0.4950861212123282,0.8213487160809521,0.9,0.1,0.4369329804486762
CW15_ABS15_ZW252_UZ0P5,COVID_2020,0.030182479693404485,-0.15383533620823908,0.29757960572067177,62,2,2,2,2,0.5499700780475236,1.0,,,0.4500299219524762
CW15_ABS15_ZW252_UZ0P5,2022_RATE_WAR,0.04742768873097014,-0.16905122540885398,0.2296067326922797,224,1,1,0,1,0.49183637814768866,0.7133180965775175,0.8034482758620689,0.1,0.3986452364324591
CW15_ABS15_ZW252_UZ0P5,2025_PULLBACK,0.49337599047685354,-0.08797658983502676,2.1664077785536016,0,0,0,0,0,,0.45266875203223383,0.9,0.1,0.5473312479677661
CW15_ABS15_ZW252_UZ1P0,2008_GFC,0.5911973257603962,-0.10238566543315286,1.7716450211365455,238,1,1,1,1,0.5337118878049483,0.33082810283126735,0.7250764525993884,0.09999999999999999,0.45657536148678346
CW15_ABS15_ZW252_UZ1P0,2011_EURO_DEBT,0.019120574802459656,-0.12478603999535476,0.16368717381065512,0,0,0,0,0,1.0,0.30000000000000004,0.7,,
CW15_ABS15_ZW252_UZ1P0,2015_2016,0.147791812599936,-0.06357779582701362,1.6182198939594874,0,0,0,0,0,0.8328537400730626,0.3,0.7,,0.41203496633152
CW15_ABS15_ZW252_UZ1P0,2018Q4,0.07136202987341322,-0.049027351474675074,2.166787798430286,27,1,1,0,1,0.4950861212123282,0.8213487160809521,0.9,0.1,0.4369329804486762
CW15_ABS15_ZW252_UZ1P0,COVID_2020,0.10112286366197765,-0.15383533620823908,1.054343965817744,53,2,2,2,2,0.5411237107159279,1.0,,,0.458876289284072
CW15_ABS15_ZW252_UZ1P0,2022_RATE_WAR,0.04742768873097014,-0.16905122540885398,0.2296067326922797,218,1,1,0,1,0.49183637814768866,0.7133180965775175,0.8034482758620689,0.1,0.3986452364324591
CW15_ABS15_ZW252_UZ1P0,2025_PULLBACK,0.49337599047685354,-0.08797658983502676,2.1664077785536016,0,0,0,0,0,,0.45266875203223383,0.9,0.1,0.5473312479677661
CW15_ABS15_ZW252_UZ1P5,2008_GFC,0.5232298266969206,-0.14072698266411177,1.5441264455571622,106,1,1,1,1,0.5549999163076692,0.3399532212693224,0.7324110671936759,0.09999999999999999,0.44341333636446284
CW15_ABS15_ZW252_UZ1P5,2011_EURO_DEBT,0.019120574802459656,-0.12478603999535476,0.16368717381065512,0,0,0,0,0,1.0,0.30000000000000004,0.7,,
CW15_ABS15_ZW252_UZ1P5,2015_2016,0.147791812599936,-0.06357779582701362,1.6182198939594874,0,0,0,0,0,0.8328537400730626,0.3,0.7,,0.41203496633152
CW15_ABS15_ZW252_UZ1P5,2018Q4,0.07136202987341322,-0.049027351474675074,2.166787798430286,27,1,1,0,1,0.4950861212123282,0.8213487160809521,0.9,0.1,0.4369329804486762
CW15_ABS15_ZW252_UZ1P5,COVID_2020,0.1901155299673074,-0.15383533620823908,2.019851298250896,39,2,2,1,1,0.5312940383184089,1.0,,,0.46870596168159107
CW15_ABS15_ZW252_UZ1P5,2022_RATE_WAR,0.04742768873097014,-0.16905122540885398,0.2296067326922797,112,1,1,1,1,0.49183637814768866,0.7133180965775175,0.8034482758620689,0.1,0.3986452364324591
CW15_ABS15_ZW252_UZ1P5,2025_PULLBACK,0.49337599047685354,-0.08797658983502676,2.1664077785536016,0,0,0,0,0,,0.45266875203223383,0.9,0.1,0.5473312479677661
CW15_ABS15_ZW504_UZ0P5,2008_GFC,0.5911973257603962,-0.10238566543315286,1.7716450211365455,238,1,1,1,1,0.5337118878049483,0.33082810283126735,0.7250764525993884,0.09999999999999999,0.45657536148678346
CW15_ABS15_ZW504_UZ0P5,2011_EURO_DEBT,0.019120574802459656,-0.12478603999535476,0.16368717381065512,0,0,0,0,0,1.0,0.30000000000000004,0.7,,
CW15_ABS15_ZW504_UZ0P5,2015_2016,0.147791812599936,-0.06357779582701362,1.6182198939594874,0,0,0,0,0,0.8328537400730626,0.3,0.7,,0.41203496633152
CW15_ABS15_ZW504_UZ0P5,2018Q4,0.07136202987341322,-0.049027351474675074,2.166787798430286,27,1,1,0,1,0.4950861212123282,0.8213487160809521,0.9,0.1,0.4369329804486762
CW15_ABS15_ZW504_UZ0P5,COVID_2020,0.07259946882452217,-0.15383533620823908,0.775305909573668,66,2,2,1,2,0.555479772380822,1.0,,,0.44452022761917787
CW15_ABS15_ZW504_UZ0P5,2022_RATE_WAR,-0.001987601488200208,-0.2082535257637691,-0.008848276027955902,213,2,1,2,2,0.5122929541156281,0.6573572677411194,0.7,,0.37341724405118093
CW15_ABS15_ZW504_UZ0P5,2025_PULLBACK,0.49337599047685354,-0.08797658983502676,2.1664077785536016,0,0,0,0,0,,0.45266875203223383,0.9,0.1,0.5473312479677661
CW15_ABS15_ZW504_UZ1P0,2008_GFC,0.5911973257603962,-0.10238566543315286,1.7716450211365455,238,1,1,1,1,0.5337118878049483,0.33082810283126735,0.7250764525993884,0.09999999999999999,0.45657536148678346
CW15_ABS15_ZW504_UZ1P0,2011_EURO_DEBT,0.019120574802459656,-0.12478603999535476,0.16368717381065512,0,0,0,0,0,1.0,0.30000000000000004,0.7,,
CW15_ABS15_ZW504_UZ1P0,2015_2016,0.147791812599936,-0.06357779582701362,1.6182198939594874,0,0,0,0,0,0.8328537400730626,0.3,0.7,,0.41203496633152
CW15_ABS15_ZW504_UZ1P0,2018Q4,0.07136202987341322,-0.049027351474675074,2.166787798430286,27,1,1,0,1,0.4950861212123282,0.8213487160809521,0.9,0.1,0.4369329804486762
CW15_ABS15_ZW504_UZ1P0,COVID_2020,0.0582116289037935,-0.15383533620823908,0.5863901755260285,59,2,2,2,2,0.5466885689225445,1.0,,,0.4533114310774554
CW15_ABS15_ZW504_UZ1P0,2022_RATE_WAR,-0.001987601488200208,-0.2082535257637691,-0.008848276027955902,167,2,2,1,2,0.5122929541156281,0.6573572677411194,0.7,,0.37341724405118093
CW15_ABS15_ZW504_UZ1P0,2025_PULLBACK,0.49337599047685354,-0.08797658983502676,2.1664077785536016,0,0,0,0,0,,0.45266875203223383,0.9,0.1,0.5473312479677661
CW15_ABS15_ZW504_UZ1P5,2008_GFC,0.5911973257603962,-0.10238566543315286,1.7716450211365455,238,1,1,1,1,0.5337118878049483,0.33082810283126735,0.7250764525993884,0.09999999999999999,0.45657536148678346
CW15_ABS15_ZW504_UZ1P5,2011_EURO_DEBT,0.019120574802459656,-0.12478603999535476,0.16368717381065512,0,0,0,0,0,1.0,0.30000000000000004,0.7,,
CW15_ABS15_ZW504_UZ1P5,2015_2016,0.147791812599936,-0.06357779582701362,1.6182198939594874,0,0,0,0,0,0.8328537400730626,0.3,0.7,,0.41203496633152
CW15_ABS15_ZW504_UZ1P5,2018Q4,0.07136202987341322,-0.049027351474675074,2.166787798430286,27,1,1,0,1,0.4950861212123282,0.8213487160809521,0.9,0.1,0.4369329804486762
CW15_ABS15_ZW504_UZ1P5,COVID_2020,0.09931859741416948,-0.15383533620823908,1.0342547263562103,52,2,2,2,2,0.5401989680165098,1.0,,,0.45980103198349015
CW15_ABS15_ZW504_UZ1P5,2022_RATE_WAR,-0.001987601488200208,-0.2082535257637691,-0.008848276027955902,49,2,2,2,2,0.5122929541156281,0.6573572677411194,0.7,,0.37341724405118093
CW15_ABS15_ZW504_UZ1P5,2025_PULLBACK,0.49337599047685354,-0.08797658983502676,2.1664077785536016,0,0,0,0,0,,0.45266875203223383,0.9,0.1,0.5473312479677661
CW20_ABS05_ZW126_UZ0P5,2008_GFC,0.5642551693501958,-0.15007092107743147,1.699634236165773,120,1,1,1,1,0.5552351818055431,0.33009608088443776,0.7382022471910112,0.09999999999999999,0.4436334466700454
CW20_ABS05_ZW126_UZ0P5,2011_EURO_DEBT,0.019120574802459656,-0.12478603999535476,0.16368717381065512,0,0,0,0,0,1.0,0.30000000000000004,0.7,,
CW20_ABS05_ZW126_UZ0P5,2015_2016,0.147791812599936,-0.06357779582701362,1.6182198939594874,0,0,0,0,0,0.8328537400730626,0.3,0.7,,0.41203496633152
CW20_ABS05_ZW126_UZ0P5,2018Q4,0.08475429840824344,-0.04569042248481847,3.2324458917202676,51,3,2,2,2,0.4950861212123282,0.9020354602926062,0.9000000000000001,0.09999999999999999,0.3873393468825091
CW20_ABS05_ZW126_UZ0P5,COVID_2020,0.10112286366197765,-0.15383533620823908,1.054343965817744,58,2,2,2,2,0.5411237107159279,1.0,,,0.458876289284072
CW20_ABS05_ZW126_UZ0P5,2022_RATE_WAR,0.057994523068183756,-0.16905122540885398,0.283471362340152,127,1,1,1,1,0.4893162920482251,0.7204343140383593,0.8034482758620689,0.1,0.39265234628180323
CW20_ABS05_ZW126_UZ0P5,2025_PULLBACK,0.48797762805442946,-0.08797658983502676,2.239738337777498,66,4,4,2,2,,0.44890882476554095,0.9,0.09999999999999999,0.5510911752344588
CW20_ABS05_ZW126_UZ1P0,2008_GFC,0.6208506405380383,-0.12389705845112753,1.8509328504946618,111,1,1,1,1,0.5545065097174294,0.3312486967480971,0.7395348837209302,0.09999999999999999,0.44430626916937493
CW20_ABS05_ZW126_UZ1P0,2011_EURO_DEBT,0.019120574802459656,-0.12478603999535476,0.16368717381065512,0,0,0,0,0,1.0,0.30000000000000004,0.7,,
CW20_ABS05_ZW126_UZ1P0,2015_2016,0.147791812599936,-0.06357779582701362,1.6182198939594874,0,0,0,0,0,0.8328537400730626,0.3,0.7,,0.41203496633152
CW20_ABS05_ZW126_UZ1P0,2018Q4,0.08475429840824344,-0.04569042248481847,3.2324458917202676,51,3,2,2,2,0.4950861212123282,0.9020354602926062,0.9000000000000001,0.09999999999999999,0.3873393468825091
CW20_ABS05_ZW126_UZ1P0,COVID_2020,0.1901155299673074,-0.15383533620823908,2.019851298250896,44,2,2,2,1,0.5312940383184089,1.0,,,0.46870596168159107
CW20_ABS05_ZW126_UZ1P0,2022_RATE_WAR,0.057994523068183756,-0.16905122540885398,0.283471362340152,118,1,1,1,1,0.4893162920482251,0.7204343140383593,0.8034482758620689,0.1,0.39265234628180323
CW20_ABS05_ZW126_UZ1P0,2025_PULLBACK,0.4989128606501818,-0.08797658983502676,2.289673861889451,62,4,4,2,2,,0.4487236538739202,0.9,0.1,0.5512763461260797
CW20_ABS05_ZW126_UZ1P5,2008_GFC,0.62264754590482,-0.12389705845112842,1.85586352634828,110,1,1,1,1,0.554411623834691,0.3313822381871915,0.7396887159533073,0.09999999999999999,0.4443931681847031
CW20_ABS05_ZW126_UZ1P5,2011_EURO_DEBT,0.019120574802459656,-0.12478603999535476,0.16368717381065512,0,0,0,0,0,1.0,0.30000000000000004,0.7,,
CW20_ABS05_ZW126_UZ1P5,2015_2016,0.147791812599936,-0.06357779582701362,1.6182198939594874,0,0,0,0,0,0.8328537400730626,0.3,0.7,,0.41203496633152
CW20_ABS05_ZW126_UZ1P5,2018Q4,0.08475429840824344,-0.04569042248481847,3.2324458917202676,51,3,2,2,1,0.4950861212123282,0.9020354602926062,0.9000000000000001,0.09999999999999999,0.3873393468825091
CW20_ABS05_ZW126_UZ1P5,COVID_2020,0.2799581288517583,-0.15383533620823908,3.0351571414428618,36,2,2,2,1,0.5244043681594674,1.0,,,0.47559563184053255
CW20_ABS05_ZW126_UZ1P5,2022_RATE_WAR,0.057994523068183756,-0.16905122540885398,0.283471362340152,116,1,1,1,1,0.4893162920482251,0.7204343140383593,0.8034482758620689,0.1,0.39265234628180323
CW20_ABS05_ZW126_UZ1P5,2025_PULLBACK,0.5198656198363829,-0.08797658983502676,2.348994490147448,48,4,4,2,1,,0.45037559952153267,0.9,0.1,0.5496244004784673
CW20_ABS05_ZW252_UZ0P5,2008_GFC,0.6520176774148769,-0.10238566543315253,1.9869897834244183,248,1,1,1,1,0.5337118878049483,0.3233867634898179,0.7302670623145401,0.09999999999999999,0.4586005076059721
CW20_ABS05_ZW252_UZ0P5,2011_EURO_DEBT,0.019120574802459656,-0.12478603999535476,0.16368717381065512,0,0,0,0,0,1.0,0.30000000000000004,0.7,,
CW20_ABS05_ZW252_UZ0P5,2015_2016,0.147791812599936,-0.06357779582701362,1.6182198939594874,0,0,0,0,0,0.8328537400730626,0.3,0.7,,0.41203496633152
CW20_ABS05_ZW252_UZ0P5,2018Q4,0.07257698463654738,-0.043022277196462455,2.811657169672097,75,2,2,1,2,0.4950861212123282,0.952321363595536,0.9000000000000001,0.09999999999999999,0.4235216928797665
CW20_ABS05_ZW252_UZ0P5,COVID_2020,0.030182479693404485,-0.15383533620823908,0.29757960572067177,67,2,2,2,2,0.5499700780475236,1.0,,,0.4500299219524762
CW20_ABS05_ZW252_UZ0P5,2022_RATE_WAR,0.057994523068183756,-0.16905122540885398,0.283471362340152,231,1,1,0,1,0.4893162920482251,0.7204343140383593,0.8034482758620689,0.1,0.39265234628180323
CW20_ABS05_ZW252_UZ0P5,2025_PULLBACK,0.4852384084588932,-0.08797658983502687,2.2270602434879327,64,4,4,2,2,,0.4488155188104247,0.9,0.1,0.5511844811895752
CW20_ABS05_ZW252_UZ1P0,2008_GFC,0.6520176774148769,-0.10238566543315253,1.9869897834244183,248,1,1,1,1,0.5337118878049483,0.3233867634898179,0.7302670623145401,0.09999999999999999,0.4586005076059721
CW20_ABS05_ZW252_UZ1P0,2011_EURO_DEBT,0.019120574802459656,-0.12478603999535476,0.16368717381065512,0,0,0,0,0,1.0,0.30000000000000004,0.7,,
CW20_ABS05_ZW252_UZ1P0,2015_2016,0.147791812599936,-0.06357779582701362,1.6182198939594874,0,0,0,0,0,0.8328537400730626,0.3,0.7,,0.41203496633152
CW20_ABS05_ZW252_UZ1P0,2018Q4,0.08475429840824344,-0.04569042248481847,3.2324458917202676,51,3,2,2,2,0.4950861212123282,0.9020354602926062,0.9000000000000001,0.09999999999999999,0.3873393468825091
CW20_ABS05_ZW252_UZ1P0,COVID_2020,0.10112286366197765,-0.15383533620823908,1.054343965817744,58,2,2,2,2,0.5411237107159279,1.0,,,0.458876289284072
CW20_ABS05_ZW252_UZ1P0,2022_RATE_WAR,0.057994523068183756,-0.16905122540885398,0.283471362340152,208,1,1,1,1,0.4893162920482251,0.7204343140383593,0.8034482758620689,0.1,0.39265234628180323
CW20_ABS05_ZW252_UZ1P0,2025_PULLBACK,0.5198656198363829,-0.08797658983502676,2.348994490147448,48,4,4,2,1,,0.45037559952153267,0.9,0.1,0.5496244004784673
CW20_ABS05_ZW252_UZ1P5,2008_GFC,0.5814522559396489,-0.14072698266411143,1.74272549506067,116,1,1,1,1,0.5549999163076692,0.33059768223251174,0.7387832699619772,0.09999999999999999,0.4438571281912741
CW20_ABS05_ZW252_UZ1P5,2011_EURO_DEBT,0.019120574802459656,-0.12478603999535476,0.16368717381065512,0,0,0,0,0,1.0,0.30000000000000004,0.7,,
CW20_ABS05_ZW252_UZ1P5,2015_2016,0.147791812599936,-0.06357779582701362,1.6182198939594874,0,0,0,0,0,0.8328537400730626,0.3,0.7,,0.41203496633152
CW20_ABS05_ZW252_UZ1P5,2018Q4,0.08475429840824344,-0.04569042248481847,3.2324458917202676,51,3,2,2,2,0.4950861212123282,0.9020354602926062,0.9000000000000001,0.09999999999999999,0.3873393468825091
CW20_ABS05_ZW252_UZ1P5,COVID_2020,0.1901155299673074,-0.15383533620823908,2.019851298250896,44,2,2,2,1,0.5312940383184089,1.0,,,0.46870596168159107
CW20_ABS05_ZW252_UZ1P5,2022_RATE_WAR,0.057994523068183756,-0.16905122540885398,0.283471362340152,119,1,1,1,1,0.4893162920482251,0.7204343140383593,0.8034482758620689,0.1,0.39265234628180323
CW20_ABS05_ZW252_UZ1P5,2025_PULLBACK,0.524046728278893,-0.08797658983502676,2.3514291132673146,44,4,4,2,1,,0.4509902679727265,0.9,0.1,0.5490097320272733
CW20_ABS05_ZW504_UZ0P5,2008_GFC,0.6520176774148769,-0.10238566543315253,1.9869897834244183,248,1,1,1,1,0.5337118878049483,0.3233867634898179,0.7302670623145401,0.09999999999999999,0.4586005076059721
CW20_ABS05_ZW504_UZ0P5,2011_EURO_DEBT,0.019120574802459656,-0.12478603999535476,0.16368717381065512,0,0,0,0,0,1.0,0.30000000000000004,0.7,,
CW20_ABS05_ZW504_UZ0P5,2015_2016,0.147791812599936,-0.06357779582701362,1.6182198939594874,0,0,0,0,0,0.8328537400730626,0.3,0.7,,0.41203496633152
CW20_ABS05_ZW504_UZ0P5,2018Q4,0.07257698463654738,-0.043022277196462455,2.811657169672097,75,2,2,2,2,0.4950861212123282,0.952321363595536,0.9000000000000001,0.09999999999999999,0.4235216928797665
CW20_ABS05_ZW504_UZ0P5,COVID_2020,0.07259946882452217,-0.15383533620823908,0.775305909573668,71,2,2,2,2,0.555479772380822,1.0,,,0.44452022761917787
CW20_ABS05_ZW504_UZ0P5,2022_RATE_WAR,0.03198011928314304,-0.1894829350969247,0.1555332070483924,279,2,1,2,2,0.49074511273944543,0.7174282313936106,0.8034482758620689,0.1,0.39288203484991513
CW20_ABS05_ZW504_UZ0P5,2025_PULLBACK,0.524046728278893,-0.08797658983502676,2.3514291132673146,44,4,4,2,1,,0.4509902679727265,0.9,0.1,0.5490097320272733
CW20_ABS05_ZW504_UZ1P0,2008_GFC,0.6520176774148769,-0.10238566543315253,1.9869897834244183,248,1,1,1,1,0.5337118878049483,0.3233867634898179,0.7302670623145401,0.09999999999999999,0.4586005076059721
CW20_ABS05_ZW504_UZ1P0,2011_EURO_DEBT,0.019120574802459656,-0.12478603999535476,0.16368717381065512,0,0,0,0,0,1.0,0.30000000000000004,0.7,,
CW20_ABS05_ZW504_UZ1P0,2015_2016,0.147791812599936,-0.06357779582701362,1.6182198939594874,0,0,0,0,0,0.8328537400730626,0.3,0.7,,0.41203496633152
CW20_ABS05_ZW504_UZ1P0,2018Q4,0.07257698463654738,-0.043022277196462455,2.811657169672097,75,2,2,1,2,0.4950861212123282,0.952321363595536,0.9000000000000001,0.09999999999999999,0.4235216928797665
CW20_ABS05_ZW504_UZ1P0,COVID_2020,0.0582116289037935,-0.15383533620823908,0.5863901755260285,64,2,2,2,2,0.5466885689225445,1.0,,,0.4533114310774554
CW20_ABS05_ZW504_UZ1P0,2022_RATE_WAR,0.03198011928314304,-0.1894829350969247,0.1555332070483924,233,2,2,1,2,0.49074511273944543,0.7174282313936106,0.8034482758620689,0.1,0.39288203484991513
CW20_ABS05_ZW504_UZ1P0,2025_PULLBACK,0.524046728278893,-0.08797658983502676,2.3514291132673146,44,4,4,2,1,,0.4509902679727265,0.9,0.1,0.5490097320272733
CW20_ABS05_ZW504_UZ1P5,2008_GFC,0.6520176774148769,-0.10238566543315253,1.9869897834244183,248,1,1,1,1,0.5337118878049483,0.3233867634898179,0.7302670623145401,0.09999999999999999,0.4586005076059721
CW20_ABS05_ZW504_UZ1P5,2011_EURO_DEBT,0.019120574802459656,-0.12478603999535476,0.16368717381065512,0,0,0,0,0,1.0,0.30000000000000004,0.7,,
CW20_ABS05_ZW504_UZ1P5,2015_2016,0.147791812599936,-0.06357779582701362,1.6182198939594874,0,0,0,0,0,0.8328537400730626,0.3,0.7,,0.41203496633152
CW20_ABS05_ZW504_UZ1P5,2018Q4,0.08475429840824344,-0.04569042248481847,3.2324458917202676,51,3,2,2,2,0.4950861212123282,0.9020354602926062,0.9000000000000001,0.09999999999999999,0.3873393468825091
CW20_ABS05_ZW504_UZ1P5,COVID_2020,0.09931859741416948,-0.15383533620823908,1.0342547263562103,57,2,2,2,2,0.5401989680165098,1.0,,,0.45980103198349015
CW20_ABS05_ZW504_UZ1P5,2022_RATE_WAR,0.03198011928314304,-0.1894829350969247,0.1555332070483924,115,2,2,2,2,0.49074511273944543,0.7174282313936106,0.8034482758620689,0.1,0.39288203484991513
CW20_ABS05_ZW504_UZ1P5,2025_PULLBACK,0.524046728278893,-0.08797658983502676,2.3514291132673146,44,4,4,2,1,,0.4509902679727265,0.9,0.1,0.5490097320272733
CW20_ABS10_ZW126_UZ0P5,2008_GFC,0.556560575436011,-0.15007092107743025,1.6781914226020107,119,1,1,1,1,0.5552351818055431,0.3310527750773698,0.737593984962406,0.1,0.4435870489282006
CW20_ABS10_ZW126_UZ0P5,2011_EURO_DEBT,0.019120574802459656,-0.12478603999535476,0.16368717381065512,0,0,0,0,0,1.0,0.30000000000000004,0.7,,
CW20_ABS10_ZW126_UZ0P5,2015_2016,0.147791812599936,-0.06357779582701362,1.6182198939594874,0,0,0,0,0,0.8328537400730626,0.3,0.7,,0.41203496633152
CW20_ABS10_ZW126_UZ0P5,2018Q4,0.10111738297589379,-0.04569042248481847,3.367305815874745,34,2,1,1,1,0.4950861212123282,0.8498869658167708,0.9000000000000001,0.1,0.42445307603136917
CW20_ABS10_ZW126_UZ0P5,COVID_2020,0.10112286366197765,-0.15383533620823908,1.054343965817744,58,2,2,2,2,0.5411237107159279,1.0,,,0.458876289284072
CW20_ABS10_ZW126_UZ0P5,2022_RATE_WAR,0.03409951624680363,-0.16905122540885364,0.16786022195103428,124,1,1,1,1,0.49041410733317653,0.7174282313936106,0.8034482758620689,0.1,0.3955631786406933
CW20_ABS10_ZW126_UZ0P5,2025_PULLBACK,0.49337599047685354,-0.08797658983502676,2.1664077785536016,10,1,1,0,0,,0.45266875203223383,0.9,0.1,0.5473312479677661
CW20_ABS10_ZW126_UZ1P0,2008_GFC,0.6128776526784714,-0.12389705845112797,1.8290581831887147,110,1,1,1,1,0.5545065097174294,0.3322369910760831,0.7389105058365758,0.1,0.4442584842382762
CW20_ABS10_ZW126_UZ1P0,2011_EURO_DEBT,0.019120574802459656,-0.12478603999535476,0.16368717381065512,0,0,0,0,0,1.0,0.30000000000000004,0.7,,
CW20_ABS10_ZW126_UZ1P0,2015_2016,0.147791812599936,-0.06357779582701362,1.6182198939594874,0,0,0,0,0,0.8328537400730626,0.3,0.7,,0.41203496633152
CW20_ABS10_ZW126_UZ1P0,2018Q4,0.10111738297589379,-0.04569042248481847,3.367305815874745,34,2,1,1,1,0.4950861212123282,0.8498869658167708,0.9000000000000001,0.1,0.42445307603136917
CW20_ABS10_ZW126_UZ1P0,COVID_2020,0.1901155299673074,-0.15383533620823908,2.019851298250896,44,2,2,1,1,0.5312940383184089,1.0,,,0.46870596168159107
CW20_ABS10_ZW126_UZ1P0,2022_RATE_WAR,0.03409951624680363,-0.16905122540885364,0.16786022195103428,115,1,1,1,1,0.49041410733317653,0.7174282313936106,0.8034482758620689,0.1,0.3955631786406933
CW20_ABS10_ZW126_UZ1P0,2025_PULLBACK,0.49337599047685354,-0.08797658983502676,2.1664077785536016,10,1,1,0,0,,0.45266875203223383,0.9,0.1,0.5473312479677661
CW20_ABS10_ZW126_UZ1P5,2008_GFC,0.6146657190416374,-0.12389705845112786,1.8339731579633158,109,1,1,1,1,0.554411623834691,0.3323741697615132,0.7390625,0.1,0.4443451718261221
