daily_return_correlation_with_main_pipeline_final,max_abs_daily_return_diff,mismatched_stress_days,baseline_CAGR,baseline_Sharpe,baseline_MaxDD,baseline_Final_Equity,alignment_status
0.9510325020006092,0.07250588305133981,159,0.20412003062604556,1.4745334930801535,-0.22357405508045303,42.099761699474804,MISMATCH_EXPECTED_AFTER_DAILY_CREDIT_MIGRATION
