strategy_id,episode_id,entry_date,unlock_date,duration_days,macro_regime_at_entry,dominant_regime,credit_change_window,credit_abs_threshold,credit_level_z_window,unlock_z_threshold,entry_SPY_DD,entry_CREDIT_SPREAD,entry_D_CREDIT,entry_CREDIT_LEVEL_Z,unlock_CREDIT_SPREAD,unlock_D_CREDIT,unlock_CREDIT_LEVEL_Z,unlock_SPY_vs_MA20,unlock_SPY_vs_MA50,SPY_return_during_lock,SPY_maxDD_during_lock,final_strategy_return_during_lock,next_21d_SPY_return_after_unlock,next_21d_SPY_maxDD_after_unlock,next_63d_SPY_return_after_unlock,next_63d_SPY_maxDD_after_unlock,false_recovery_flag,missed_rebound_flag,relock_within_21d,relock_within_63d
CW15_ABS05_ZW126_UZ0P5,12,2020-09-09,2020-10-21,30,FLAT,FLAT_LOW_RATE,15,0.05,126,0.5,-0.050070176810078,1.0099999999999998,-4.440892098500626e-16,-1.1197527076593077,1.06,-0.06000000000000005,-0.7589506647573455,0.007430925720393278,0.010574703717500578,0.03464638803486375,-0.047736064106712384,-0.011252652444600053,0.04391209339680424,-0.055642502652050285,0.12190942091526691,-0.055642502652050285,True,False,False,False
CW15_ABS05_ZW126_UZ0P5,13,2022-02-15,2022-08-18,127,FLAT,FLAT_LOW_RATE,15,0.05,126,0.5,-0.0661698240827547,0.73,0.08000000000000007,2.0716371895979413,1.04,-0.1599999999999997,0.46503628050941476,0.03528999672248978,0.08267498837874965,-0.020946223171712353,-0.2056114418123195,0.013481470257638684,-0.08820938990981786,-0.0829018728670392,-0.07201748097876948,-0.1518815388472633,True,True,False,False
CW15_ABS05_ZW126_UZ0P5,14,2025-03-14,2025-03-24,6,FLAT,FLAT_HIGH_RATE,15,0.05,126,0.5,-0.0817711258289385,0.6600000000000001,0.05999999999999961,0.4647556367755934,0.6600000000000001,0.05000000000000071,0.6372379837912988,0.005582861138068829,-0.02385092986654269,0.025854315915620152,-0.010808446655089399,0.002092380927671389,-0.06734267284903905,-0.13724671404111766,0.06008543168465574,-0.13724671404111766,True,False,True,True
CW15_ABS05_ZW126_UZ0P5,15,2025-04-01,2025-04-24,16,FLAT,FLAT_HIGH_RATE,15,0.05,126,0.5,-0.0820199475625622,0.6699999999999999,0.03000000000000025,1.1373064971382034,0.7599999999999998,0.08000000000000007,2.7927099071562878,0.02093066888432249,-0.027647745522800027,-0.04285041241349141,-0.12052721315892745,-0.006592939028519318,0.05930232374308564,-0.02646041269613264,0.16882228737228067,-0.02646041269613264,True,True,True,True
CW15_ABS05_ZW126_UZ0P5,16,2025-04-28,2025-06-10,30,FLAT,FLAT_HIGH_RATE,15,0.05,126,0.5,-0.0985804836274187,0.7599999999999998,0.05999999999999961,2.62572941474864,0.6799999999999997,-0.07000000000000028,0.29019431230617654,0.01959030876028689,0.07125934500495013,0.08905987126094739,-0.02646041269613264,-0.008135903473841632,0.03711542278605884,-0.012775302873934469,0.08466223906801362,-0.024140684870573526,False,True,False,False
CW15_ABS05_ZW126_UZ0P5,17,2026-04-01,2026-04-06,2,FLAT,FLAT_HIGH_RATE,15,0.05,126,0.5,-0.0552998964349565,0.5999999999999996,0.05999999999999961,0.8827227590337583,0.6200000000000001,0.10999999999999943,1.4036322438220588,0.0021580554702316235,-0.02294193840363734,0.008441722802946972,0.0,0.0013245733467048826,0.09840199653405746,-0.008533524986046315,0.12653848786609823,-0.008533524986046315,False,False,False,False
CW15_ABS05_ZW126_UZ1P0,1,2006-05-22,2006-06-02,8,FLAT,FLAT_HIGH_RATE,15,0.05,126,1.0,-0.0986288679319551,0.8200000000000003,0.05000000000000071,,0.8399999999999999,0.05999999999999961,,0.0022802009864002493,-0.004910827933138351,0.01282456458029091,-0.017759887151137854,-0.0003616752971611348,-0.004923335207275503,-0.0359501568128171,0.017189530906793316,-0.0359501568128171,True,False,True,True
CW15_ABS05_ZW126_UZ1P0,2,2006-06-06,2006-07-25,34,FLAT,INVERTED,15,0.05,126,1.0,-0.0937695557516952,0.8399999999999999,0.05999999999999961,,0.9000000000000004,-0.009999999999999787,0.7675923631762902,0.007392724339748247,0.007789449642443547,-0.0027706000150382604,-0.03489811251182684,-0.0046753877193682625,0.02447532910149164,-0.011212730204729238,0.09012018755227702,-0.01336702277450963,False,False,False,False
CW15_ABS05_ZW126_UZ1P0,3,2007-11-08,2008-04-21,111,FLAT,STEEP_HIGH_RATE,15,0.05,126,1.0,-0.0595607205700382,0.8900000000000006,0.07000000000000028,0.2469624386449688,1.37,-0.04999999999999982,0.903116253471806,0.02339295230673888,0.034336876466136035,-0.05412638668793823,-0.1538705952337298,0.07286122568985398,0.02410704385948481,-0.022175431537789336,-0.08566954014278871,-0.1499815171238229,True,True,False,False
CW15_ABS05_ZW126_UZ1P0,4,2018-03-20,2018-08-01,93,FLAT,FLAT_LOW_RATE,15,0.05,126,1.0,-0.0507525410358691,0.8099999999999996,0.11999999999999966,3.4159162422078926,0.8900000000000001,-0.04999999999999982,0.9013799304868992,0.004071898870869228,0.01769462620394502,0.044745233064475975,-0.04975111981267488,-0.0657791372520855,0.0336114204833291,-0.013306208753485427,-0.04229114988313132,-0.09716441761529859,True,True,False,False
CW15_ABS05_ZW126_UZ1P0,5,2018-11-02,2018-11-07,3,FLAT,FLAT_HIGH_RATE,15,0.05,126,1.0,-0.0696884664136561,0.9700000000000006,0.0600000000000005,2.3967610339956256,0.9499999999999993,0.009999999999998899,1.6942669681890379,0.02886004746176818,-0.005781342699414549,0.005886344290639611,0.0,-0.0054341680143317195,-0.06028230654825373,-0.061497243338097474,-0.03134988319183252,-0.15968457921403867,True,False,True,True
CW15_ABS05_ZW126_UZ1P0,6,2018-11-15,2019-01-07,33,FLAT,FLAT_LOW_RATE,15,0.05,126,1.0,-0.0658218749443748,0.9900000000000002,0.07000000000000028,2.58463891953233,1.1600000000000001,0.009999999999999787,2.20680037890582,0.008441620375136516,-0.03178171811339481,-0.060459468783036874,-0.15607447747426717,0.052869148865488214,0.07217555214345217,-0.013510623931932364,0.14027058048815233,-0.021253639218935416,True,True,True,True
CW15_ABS05_ZW126_UZ1P0,7,2019-01-11,2019-02-20,26,FLAT,FLAT_LOW_RATE,15,0.05,126,1.0,-0.1086870780101048,1.17,0.020000000000000018,2.0760843216761358,1.12,-0.10999999999999988,0.7086374379696049,0.028555824842640076,0.06570609543184802,0.07327720787395053,-0.013510623931932253,0.04202648872651804,0.027205264487157432,-0.021253639218935527,0.033626625727501525,-0.04479180168549579,False,True,False,False
CW15_ABS05_ZW126_UZ1P0,8,2020-03-02,2020-04-06,25,FLAT,FLAT_LOW_RATE,15,0.05,126,1.0,-0.0864514610975877,0.9300000000000002,0.06000000000000005,1.6512981009683094,1.9500000000000002,0.7199999999999998,3.593365863720465,0.05351803575051828,-0.09384975641231097,-0.15732982915199745,-0.2831904866202487,0.028777388281152838,0.07320837775216593,-0.047446260657181494,0.18991480984979447,-0.0698950637250666,True,True,True,True
