hmm_state_name,n_days,mean_value,median_value,min_value,max_value,model_mean,model_weight
INVERTED,725,-0.6972413793103448,-0.6799999999999997,-1.6100000000000003,0.020000000000000018,-0.6820602094554482,0.1351781059314602
FLAT_ZONE,1909,0.6261969617600839,0.5900000000000003,-0.1200000000000001,1.3399999999999999,0.6250591720996798,0.3946261318551612
STEEP_ZONE,2252,2.201336589698046,2.0549999999999997,1.26,3.53,2.129648166492553,0.47019576221337855
