step,module,CAGR,Sharpe,MaxDD,Calmar,final_equity,turnover,diff_vs_previous_step_CAGR,diff_vs_previous_step_Sharpe,diff_vs_previous_step_MaxDD,diff_vs_previous_step_final_equity
Step 0,Buy and Hold SPY,0.1115986934595854,0.5755088721117809,-0.5518944093580824,0.20221022638984093,8.343166059800616,0.0,,,,
Step 1,MATURE_REGIME_HEDGE_FINAL,0.16779019078964597,1.4710000372162595,-0.1516845435773774,1.106178565280468,22.42702299086404,349.77844955349457,0.05619149733006057,0.8954911651044786,0.40020986578070505,14.083856931063423
Step 2,+ FLAT_LOW_RATE / FLAT_HIGH_RATE split,0.17459036408723616,1.4505187644951616,-0.1516845435773778,1.1510095885160085,25.19613502680196,340.03284648569706,0.006800173297590195,-0.0204812727210979,-3.885780586188048e-16,2.7691120359379227
Step 3,+ L50_H30 stress defensive weights,0.17459036408723616,1.4505187644951616,-0.1516845435773778,1.1510095885160085,25.19613502680196,340.03284648569706,0.0,0.0,0.0,0.0
Step 4,+ FLAT_LOW_RATE_ONLY 20D recovery overlay,0.1762961805253047,1.4621567154142858,-0.1516845435773777,1.1622554043245155,25.940091439395584,344.52442204870414,0.0017058164380685525,0.01163795091912423,8.326672684688674e-17,0.7439564125936222
