strategy,CAGR,annualized_volatility,Sharpe,Sortino,MaxDD,Calmar,final_equity,win_rate,worst_day,worst_12m_return,turnover,transaction_cost,number_of_trades
FLAT_RATE_REFINED_L50_H30,0.18419171074853957,0.12886608813253997,1.429326469187896,1.8551116038127913,-0.16316658019219987,1.128856843917262,30.084755040685593,0.5679936933385888,-0.0895775269043535,-0.0909280078944642,352.2844978360568,0.17614224891802843,306
