date,GS10,final_regime_confirmed,hmm_state_name
2018-01-30,2.73,FLAT_MID_RATE,MID
2018-01-31,2.72,FLAT_MID_RATE,MID
2018-02-01,2.78,FLAT_MID_RATE,MID
2018-02-02,2.84,FLAT_MID_RATE,MID
2018-02-05,2.77,FLAT_MID_RATE,MID
2018-02-06,2.79,FLAT_MID_RATE,MID
2018-02-07,2.84,FLAT_MID_RATE,MID
2018-02-08,2.85,FLAT_MID_RATE,MID
2018-02-09,2.83,FLAT_MID_RATE,MID
2018-02-12,2.86,FLAT_MID_RATE,MID
2018-02-13,2.83,FLAT_MID_RATE,MID
2018-02-14,2.91,FLAT_MID_RATE,MID
2018-02-15,2.9,FLAT_MID_RATE,MID
2018-02-16,2.87,FLAT_MID_RATE,MID
2018-02-20,2.88,FLAT_MID_RATE,MID
2018-02-21,2.94,FLAT_MID_RATE,MID
2018-02-22,2.92,FLAT_MID_RATE,MID
2018-02-23,2.88,FLAT_MID_RATE,MID
2018-02-26,2.86,FLAT_MID_RATE,MID
2018-02-27,2.9,FLAT_MID_RATE,MID
2018-02-28,2.87,FLAT_MID_RATE,MID
2018-03-01,2.81,FLAT_MID_RATE,MID
2018-03-02,2.86,FLAT_MID_RATE,MID
2018-03-05,2.88,FLAT_MID_RATE,MID
2018-03-06,2.88,FLAT_MID_RATE,MID
2018-03-07,2.89,FLAT_MID_RATE,MID
2018-03-08,2.86,FLAT_MID_RATE,MID
2018-03-09,2.9,FLAT_MID_RATE,MID
2018-03-12,2.87,FLAT_MID_RATE,MID
2018-03-13,2.84,FLAT_MID_RATE,MID
2018-03-14,2.81,FLAT_MID_RATE,MID
2018-03-15,2.82,FLAT_MID_RATE,MID
2018-03-16,2.85,FLAT_MID_RATE,MID
2018-03-19,2.85,FLAT_MID_RATE,MID
2018-03-20,2.89,FLAT_MID_RATE,MID
2018-03-21,2.89,FLAT_MID_RATE,MID
2018-03-22,2.83,FLAT_MID_RATE,MID
2018-03-23,2.82,FLAT_MID_RATE,MID
2018-03-26,2.85,FLAT_MID_RATE,MID
2018-03-27,2.78,FLAT_MID_RATE,MID
2018-03-28,2.77,FLAT_MID_RATE,MID
2018-03-29,2.74,FLAT_MID_RATE,MID
2018-04-02,2.73,FLAT_MID_RATE,MID
2018-04-03,2.79,FLAT_MID_RATE,MID
2018-04-04,2.79,FLAT_MID_RATE,MID
2018-04-05,2.83,FLAT_MID_RATE,MID
2018-04-06,2.77,FLAT_MID_RATE,MID
2018-04-09,2.78,FLAT_MID_RATE,MID
2018-04-10,2.8,FLAT_MID_RATE,MID
2018-04-11,2.79,FLAT_MID_RATE,MID
2018-04-12,2.83,FLAT_MID_RATE,MID
2018-04-13,2.82,FLAT_MID_RATE,MID
2018-04-16,2.83,FLAT_MID_RATE,MID
2018-04-17,2.82,FLAT_MID_RATE,MID
2018-04-18,2.87,FLAT_MID_RATE,MID
2018-04-19,2.92,FLAT_MID_RATE,MID
2018-04-20,2.96,FLAT_MID_RATE,MID
2018-04-23,2.98,FLAT_MID_RATE,MID
2018-04-24,3.0,FLAT_MID_RATE,MID
2018-04-25,3.03,FLAT_MID_RATE,MID
2018-04-26,3.0,FLAT_MID_RATE,MID
2018-04-27,2.96,FLAT_MID_RATE,MID
2018-04-30,2.95,FLAT_MID_RATE,MID
2018-05-01,2.97,FLAT_MID_RATE,MID
2018-05-02,2.97,FLAT_MID_RATE,MID
2018-05-03,2.94,FLAT_MID_RATE,MID
2018-05-04,2.95,FLAT_MID_RATE,MID
2018-05-07,2.95,FLAT_MID_RATE,MID
2018-05-08,2.97,FLAT_MID_RATE,MID
2018-05-09,3.0,FLAT_MID_RATE,MID
2018-05-10,2.97,FLAT_MID_RATE,MID
2018-05-11,2.97,FLAT_MID_RATE,MID
2018-05-14,3.0,FLAT_MID_RATE,MID
2018-05-15,3.08,FLAT_MID_RATE,MID
2018-05-16,3.09,FLAT_MID_RATE,MID
2018-05-17,3.11,FLAT_MID_RATE,MID
2018-05-18,3.06,FLAT_MID_RATE,MID
2018-05-21,3.06,FLAT_MID_RATE,MID
2018-05-22,3.06,FLAT_MID_RATE,MID
2018-05-23,3.01,FLAT_MID_RATE,MID
2018-05-24,2.98,FLAT_MID_RATE,MID
2018-05-25,2.93,FLAT_MID_RATE,MID
2018-05-29,2.77,FLAT_MID_RATE,MID
2018-05-30,2.84,FLAT_MID_RATE,MID
2018-05-31,2.83,FLAT_MID_RATE,MID
2018-06-01,2.89,FLAT_MID_RATE,MID
2018-06-04,2.94,FLAT_MID_RATE,MID
2018-06-05,2.92,FLAT_MID_RATE,MID
2018-06-06,2.97,FLAT_MID_RATE,MID
2018-06-07,2.93,FLAT_MID_RATE,MID
2018-06-08,2.93,FLAT_MID_RATE,MID
2018-06-11,2.96,FLAT_MID_RATE,MID
2018-06-12,2.96,FLAT_MID_RATE,MID
2018-06-13,2.98,FLAT_MID_RATE,MID
2018-06-14,2.94,FLAT_MID_RATE,MID
2018-06-15,2.93,FLAT_MID_RATE,MID
2018-06-18,2.92,FLAT_MID_RATE,MID
2018-06-19,2.89,FLAT_MID_RATE,MID
2018-06-20,2.93,FLAT_MID_RATE,MID
2018-06-21,2.9,FLAT_MID_RATE,MID
2018-06-22,2.9,FLAT_MID_RATE,MID
2018-06-25,2.87,FLAT_MID_RATE,MID
2018-06-26,2.88,FLAT_MID_RATE,MID
2018-06-27,2.83,FLAT_MID_RATE,MID
2018-06-28,2.84,FLAT_MID_RATE,MID
2018-06-29,2.85,FLAT_MID_RATE,MID
2018-07-02,2.87,FLAT_MID_RATE,MID
2018-07-03,2.83,FLAT_MID_RATE,MID
2018-07-05,2.84,FLAT_MID_RATE,MID
2018-07-06,2.82,FLAT_MID_RATE,MID
2018-07-09,2.86,FLAT_MID_RATE,MID
2018-07-10,2.87,FLAT_MID_RATE,MID
2018-07-11,2.85,FLAT_MID_RATE,MID
2018-07-12,2.85,FLAT_MID_RATE,MID
2018-07-13,2.83,FLAT_MID_RATE,MID
2018-07-16,2.85,FLAT_MID_RATE,MID
2018-07-17,2.86,FLAT_MID_RATE,MID
2018-07-18,2.88,FLAT_MID_RATE,MID
2018-07-19,2.84,FLAT_MID_RATE,MID
2018-07-20,2.89,FLAT_MID_RATE,MID
2018-07-23,2.96,FLAT_MID_RATE,MID
2018-07-24,2.95,FLAT_MID_RATE,MID
2018-07-25,2.94,FLAT_MID_RATE,MID
2018-07-26,2.98,FLAT_MID_RATE,MID
2018-07-27,2.96,FLAT_MID_RATE,MID
2018-07-30,2.98,FLAT_MID_RATE,MID
2018-07-31,2.96,FLAT_MID_RATE,MID
2018-08-01,3.0,FLAT_MID_RATE,MID
2018-08-02,2.98,FLAT_MID_RATE,MID
2018-08-03,2.95,FLAT_MID_RATE,MID
