hmm_state_name,n_days,mean_gs10,median_gs10,min_gs10,max_gs10,model_mean,model_weight,family
HIGH,564,4.400124113475178,4.34,3.51,5.26,4.403307055563517,0.3720316622691293,FLAT
LOW,292,0.9513698630136986,0.79,0.52,1.84,1.0218801028766944,0.19261213720316622,FLAT
MID,660,2.5678484848484846,2.665,1.69,3.49,2.5910572447875153,0.43535620052770446,FLAT
