strategy,CAGR,annualized_volatility,Sharpe,Sortino,MaxDD,Calmar,final_equity,win_rate,worst_day,worst_12m_return,turnover,transaction_cost,number_of_trades
SPY_BUY_HOLD,0.11138490180956961,0.19363068768012054,0.5752440542564119,0.7016046436312886,-0.551894409358084,0.20182284857555077,8.384514463464857,0.551044540796216,-0.1094236518704636,-0.4735408482965028,1.0,0.0005,1
SPY_CASH_TIMING,0.1203935416968398,0.12696799457607155,0.9482196052541987,1.100620170931085,-0.29454945501511776,0.40873795434678567,9.864453892588923,0.6365786361844699,-0.0576490882079754,-0.25804681621490966,141.0,0.07050000000000001,71
FINAL_REGIME_HEDGE_TRIGGER_LOCK,0.20196797918368836,0.1353482898841827,1.4922093168411068,2.0133586261368386,-0.15935660707388177,1.2673963313617167,40.61039016831501,0.5670082774931021,-0.05042820302732689,-0.09410991872122187,181.757113519815,0.0908785567599075,235
