strategy,CAGR,annualized_volatility,Sharpe,Sortino,MaxDD,Calmar,final_equity,win_rate,worst_day,worst_12m_return,turnover,transaction_cost,number_of_trades
FLAT_RATE_REFINED_L50_H30,0.16417487945436005,0.12005281303740177,1.3675221371381967,1.7762371936060486,-0.15489200490066457,1.0599312699170547,21.34379778638012,0.5608986992510839,-0.0895775269043535,-0.11162737253604971,318.9377251985756,0.1594688625992878,306
