total_days,total_full_risk_entries,total_full_risk_exits,total_recovery_entries,total_slow_growth_overlay_entries,most_frequent_trigger,most_frequent_trigger_regime,regime_with_highest_full_risk_trigger_rate,regime_with_highest_multi_trigger_rate,regime_with_highest_reentry_rate_20d,top_turnover_event_reason,top_turnover_allocation_transition,top_steep_internal_transition,trigger_with_best_drawdown_reduction,trigger_with_worst_reentry_rate,notes
5074,21,21,0,0,VIX,FLAT_HIGH_RATE,FLAT_LOW_RATE,FLAT_LOW_RATE,FLAT_MID_RATE,OTHER,STEEP_MID_RATE_STRESS -> STEEP_LOW_RATE_NORMAL,NONE,FLAT_HIGH_RATE:CREDIT,FLAT_HIGH_RATE:VIX,Turnover is dominated by trigger-lock FULL_RISK entry/exit rather than inverse-vol rebalance. SPY_CASH_TIMING and final hedge allocation now share the same trigger-lock stress state. FLAT_LOW/HIGH switching contributes little turnover relative to stress state changes. Recovery overlay is not part of the final mainline.
