heatmap_cross_state,asset,n_obs,annualized_return,annualized_volatility,annualized_excess_return_vs_cash,Sharpe,max_drawdown,cumulative_return
INVERTED_STRESS,GOLD,143,0.09616684440813694,0.15949351218356597,0.05855778639234588,0.3671483911204484,-0.09912432163968421,0.053485162314413914
INVERTED_STRESS,IEF,143,-0.06856380166090204,0.09972993256736745,-0.10054301753014971,-1.0081528678687617,-0.11669700803779992,-0.03950387946781231
INVERTED_STRESS,DBC,143,-0.0019830639873510414,0.20862459483220058,-0.03624741218855543,-0.17374467386124673,-0.1321244086569835,-0.001125793196923408
INVERTED_STRESS,DBB,143,0.18385460869054748,0.2535956355525409,0.14323661156698142,0.5648228576761335,-0.1448780536032218,0.10050980395109343
INVERTED_STRESS,DBA,143,0.032603677559039035,0.13050174572751533,-0.002837914356258575,-0.021746179259425968,-0.06006724709839362,0.01837282868555712
INVERTED_STRESS,CASH,143,0.035540261157398945,0.0005664152770164092,0.0,0.0,0.0,0.0200152484866718
STEEP_HIGH_RATE_NORMAL,SPY,386,0.24957700918622483,0.16469961869441724,0.24811509971889478,1.5064703955341037,-0.08661070795226578,0.4067482423852
STEEP_HIGH_RATE_NORMAL,GOLD,386,0.364887214696592,0.16349880906877656,0.36329029898437293,2.221975200024565,-0.1270347319254942,0.6104006406042888
STEEP_HIGH_RATE_NORMAL,IEF,386,0.06444987929922585,0.07633613740889728,0.063203201132636,0.8279591197296998,-0.05883416157520005,0.10039584938343005
STEEP_HIGH_RATE_NORMAL,DBC,386,0.17217013234668266,0.21611333983175512,0.17079822043426907,0.7903178053110279,-0.14262090589832244,0.27548735085675125
STEEP_HIGH_RATE_NORMAL,DBB,386,0.23468846630086104,0.2929019486457533,0.2332435379935074,0.7963195160425544,-0.20882353026551248,0.3811557974536661
STEEP_HIGH_RATE_NORMAL,DBA,386,-0.014440226784718568,0.1912747716924541,-0.015594589395578118,-0.08152977654916387,-0.18303722847293602,-0.02203364783481654
STEEP_HIGH_RATE_NORMAL,CASH,386,0.0011726664331510595,3.2328665012077814e-05,0.0,0.0,0.0,0.0017967870814312725
STEEP_HIGH_RATE_STRESS,SPY,247,-0.3701734183046902,0.40337580570337833,-0.3778674966219231,-0.9367629175553164,-0.4668556398932243,-0.3643695462052593
STEEP_HIGH_RATE_STRESS,GOLD,247,-0.08311572881800455,0.31751757300598943,-0.09431030597205325,-0.29702389407679886,-0.2941413603663804,-0.08153576328342349
STEEP_HIGH_RATE_STRESS,IEF,247,0.1222892245375462,0.09660677274035019,0.10859628010126499,1.124106281793917,-0.06182532289403253,0.11972313242199517
STEEP_HIGH_RATE_STRESS,DBC,247,-0.2979124154123092,0.3362838967546871,-0.3064785103700203,-0.9113683804895085,-0.5381135924457234,-0.2929679759328909
STEEP_HIGH_RATE_STRESS,DBB,247,-0.4379680094316979,0.3947977432884871,-0.4448314222645876,-1.1267324340796443,-0.5715548626641314,-0.43150572578999336
STEEP_HIGH_RATE_STRESS,DBA,247,-0.3136926856591532,0.3553266317400352,-0.3220693443472158,-0.9064036173422791,-0.45951606367363707,-0.3085475728243684
STEEP_HIGH_RATE_STRESS,CASH,247,0.012352238963654116,0.0004337630553098383,0.0,0.0,0.0,0.0121056774129924
STEEP_LOW_RATE_NORMAL,SPY,729,0.17187187510445057,0.12851422116385813,0.17074104249876565,1.3285770318062116,-0.09727646959554104,0.5821963558752186
STEEP_LOW_RATE_NORMAL,GOLD,729,-0.08341429557618485,0.15781579876909868,-0.08429978061786703,-0.5341656619639621,-0.2938842167945491,-0.2227296116070141
STEEP_LOW_RATE_NORMAL,IEF,729,-0.026369289257355266,0.05723685269175779,-0.027309655385897913,-0.4771341207905122,-0.10090065457835817,-0.07439378036630084
STEEP_LOW_RATE_NORMAL,DBC,729,0.1302513268872194,0.16770246023213123,0.12916049545319197,0.7701765094823889,-0.16729311358300714,0.42504228905381836
STEEP_LOW_RATE_NORMAL,DBB,729,0.08237758408462392,0.18892289260841977,0.08133298177865433,0.4305088740475359,-0.20976618122351187,0.2573405636324757
STEEP_LOW_RATE_NORMAL,DBA,729,0.05091085581995314,0.1278855889088981,0.04989635576985574,0.39016402235439074,-0.21305886240778704,0.1544815720074535
STEEP_LOW_RATE_NORMAL,CASH,729,0.0009665412276600449,5.632411716234509e-05,0.0,0.0,0.0,0.0027986241653432664
STEEP_LOW_RATE_STRESS,SPY,191,0.6996124574879174,0.19379547307270517,0.6984969693667946,3.604299720173254,-0.0953751005914587,0.4948258623606048
STEEP_LOW_RATE_STRESS,GOLD,191,-0.021176000764218772,0.21284933137137296,-0.021818074874369375,-0.10250478464647779,-0.18520304167733648,-0.016091564868340513
STEEP_LOW_RATE_STRESS,IEF,191,-0.055739770030179714,0.07044711092333475,-0.056360782147365174,-0.8000439110796288,-0.06589198943542152,-0.042539008773443965
STEEP_LOW_RATE_STRESS,DBC,191,0.048622885869089805,0.18937124754597331,0.04793392979175448,0.25312147653311334,-0.14652865509881674,0.03664043384526927
STEEP_LOW_RATE_STRESS,DBB,191,0.012832432996449983,0.26515348958061963,0.012167733103803924,0.045889394565574206,-0.2074560937039327,0.009711143115127774
STEEP_LOW_RATE_STRESS,DBA,191,-0.20779217134505168,0.1268427834979439,-0.20831318440561286,-1.642294332093316,-0.19478670639691165,-0.1618408638144685
STEEP_LOW_RATE_STRESS,CASH,191,0.0006581483838676849,6.250740649827306e-05,0.0,0.0,-3.9684516073279497e-07,0.0004987949629973176
STEEP_MID_RATE_NORMAL,SPY,635,0.1886610821585173,0.11174561897369718,0.1864374216049287,1.6684092255000402,-0.09319743869421682,0.5457325637894046
STEEP_MID_RATE_NORMAL,GOLD,635,0.04403745417080618,0.14750425864713923,0.04208357326506751,0.28530412376594594,-0.22419371513951536,0.11470910433869852
STEEP_MID_RATE_NORMAL,IEF,635,0.03108057589779456,0.0622654487607215,0.029150463445054564,0.46816435158246794,-0.07550951567543007,0.0801778209602122
STEEP_MID_RATE_NORMAL,DBC,635,-0.016826866783982486,0.13432595125701038,-0.018667981924736288,-0.13897524454539842,-0.25364980892917155,-0.041860431914919505
STEEP_MID_RATE_NORMAL,DBB,635,0.08216405932453519,0.18511470852902795,0.08013846218596377,0.4329124510027641,-0.15223826061660672,0.22014988704195804
STEEP_MID_RATE_NORMAL,DBA,635,0.11611383131184039,0.13940500827555913,0.11402454414491281,0.8179372144186007,-0.14725028802383577,0.3189180818522499
STEEP_MID_RATE_NORMAL,CASH,635,0.0018757655884249491,0.00016144350207218062,0.0,0.0,0.0,0.004733371228150096
STEEP_MID_RATE_STRESS,SPY,338,-0.16459083468244828,0.2920261196699391,-0.16546614099192014,-0.5666141822482774,-0.2717407014711445,-0.21431981524433852
STEEP_MID_RATE_STRESS,GOLD,338,0.1319927018111149,0.22838730310862335,0.1308077615464247,0.5727453311369555,-0.1515557652827717,0.18091552702618086
STEEP_MID_RATE_STRESS,IEF,338,0.17892675815791703,0.0858333761343842,0.17769305677817582,2.0702093379150366,-0.06029337792694345,0.24704786289845182
STEEP_MID_RATE_STRESS,DBC,338,-0.4009024708202634,0.25264762464253876,-0.4015304732455093,-1.589290514065268,-0.5246966825955368,-0.4970044471679894
STEEP_MID_RATE_STRESS,DBB,338,-0.2018002464926827,0.29794978085957385,-0.20263502046786908,-0.6800979006706255,-0.36479800376850147,-0.26089655430200387
STEEP_MID_RATE_STRESS,DBA,338,-0.10207075086471706,0.2104220184830023,-0.1030112758681655,-0.4895460874807959,-0.23350135432444585,-0.13446414426072484
STEEP_MID_RATE_STRESS,CASH,338,0.0010477567586886227,6.100297088602713e-05,0.0,0.0,-1.1905747000495737e-06,0.0014055757330277974
