oil_nonrisk_rate_cross_state,asset,n_obs,annualized_return,annualized_volatility,annualized_excess_return_vs_cash,Sharpe,max_drawdown,cumulative_return
FLAT_LOW_RATE__OIL_LOW,IEF,90,0.010149074621781828,0.04307576986924934,0.00877726121000677,0.20376330444351795,-0.019555405994619024,0.0036129103821933573
FLAT_LOW_RATE__OIL_LOW,DBC,90,0.4909022166735859,0.20262906606490533,0.4888807555194008,2.412688194312678,-0.10714283051497586,0.15331018869019997
FLAT_LOW_RATE__OIL_LOW,DBB,90,0.7129899187578623,0.17500961025695788,0.710668911949093,4.060742212417097,-0.04011685095370898,0.21194764652877418
FLAT_LOW_RATE__OIL_LOW,DBA,90,0.13933255076063844,0.13483653044311078,0.13778527019155629,1.0218689975094666,-0.0552764388295236,0.0476888533174864
FLAT_LOW_RATE__OIL_LOW,CASH,90,0.0013599521016371963,1.9591904137103845e-05,0.0,0.0,0.0,0.00048548502555534334
FLAT_LOW_RATE__OIL_MID,SPY,95,0.17669307335416717,0.17101333631774485,0.17554157823325856,1.0264788817820627,-0.09440451171881992,0.06325859876907947
FLAT_LOW_RATE__OIL_MID,GOLD,95,-0.08634879784485217,0.1724964539862867,-0.08724383197638319,-0.5057717417386388,-0.12762899568057784,-0.03347109928347436
FLAT_LOW_RATE__OIL_MID,IEF,95,-0.043648983696430665,0.035692215133488206,-0.04458546015222242,-1.2491648384801461,-0.02367129126491274,-0.01668415198302342
FLAT_LOW_RATE__OIL_MID,DBC,95,0.32381010504794694,0.15495194491426648,0.3225151567539537,2.0813882454486032,-0.060471918463796404,0.11154321516281729
FLAT_LOW_RATE__OIL_MID,DBB,95,0.5340617777350571,0.17039515752524687,0.5325620709187608,3.125453085953179,-0.06488547617502649,0.17505935475288337
FLAT_LOW_RATE__OIL_MID,DBA,95,0.35911411281587924,0.10236900779013236,0.35778499464151614,3.4950518947591487,-0.030040032358329194,0.12262670108620966
FLAT_LOW_RATE__OIL_MID,CASH,95,0.0009799924706133112,7.767488825351613e-06,0.0,0.0,0.0,0.00036932888429541677
