strategy,steep_high_normal_variant,CAGR,Sharpe,Sortino,MaxDD,Calmar,Final Equity,annualized_vol,turnover,transaction_cost_drag,avg_weight_SPY,avg_weight_GOLD,avg_weight_CMDTY_FUT,avg_weight_IEF,avg_weight_CASH,stress_days,steep_high_normal_days,steep_high_normal_spy_weight,steep_high_normal_gold_weight,steep_high_normal_cmdty_weight,Sharpe_rank,MaxDD_rank,Final_Equity_rank,composite_score
VC_ANCHOR_SHN_GOLD,SHN_GOLD,0.20071754960021804,1.4843224230692251,1.9001125190919326,-0.1860549623896265,1.0788078265812977,39.76814896888791,0.1352250336454407,137.6945934597017,0.06884729672985086,0.46276408508257577,0.28318165754377383,0.09185480920652385,0.09239258967284195,0.06980685849428458,947.0,782,0.0,1.0,0.0,3.0,1.0,2.0,2.05
VC_ANCHOR_SHN_SPY_GOLD_CMDTY_INVVOL,SHN_SPY_GOLD_CMDTY_INVVOL,0.19882174783571172,1.522287306050077,1.9185447759967302,-0.1860549623896267,1.0686183549318586,38.52280302605359,0.13060724282829386,112.73357890471136,0.056366789452355674,0.5230674019640376,0.18704097749742224,0.1276921723714137,0.09239258967284195,0.06980685849428458,947.0,782,0.3912775317858529,0.3761920581135701,0.23253041010057698,2.0,2.0,3.0,2.3499999999999996
VC_ANCHOR_SHN_SPY_GOLD_INVVOL,SHN_SPY_GOLD_INVVOL,0.1970144779023606,1.5280272323135058,1.909926381180617,-0.18605496238962738,1.0589047202610071,37.370188264827334,0.12893387875297962,112.98758665838861,0.05649379332919429,0.5412928948685869,0.2046528477577627,0.09185480920652385,0.09239258967284195,0.06980685849428458,947.0,782,0.509533479353223,0.49046652064677704,0.0,1.0,4.0,5.0,3.3
VC_ANCHOR_SHN_CMDTY,SHN_CMDTY,0.20120957217394797,1.3107424199434017,1.6836243028814213,-0.2811911016571501,0.7155616624713758,40.09755610088868,0.15350809519282688,127.81450677634834,0.06390725338817417,0.46276408508257577,0.12906261930963903,0.24597384744065862,0.09239258967284195,0.06980685849428458,947.0,782,0.0,0.0,1.0,6.0,6.0,1.0,4.249999999999999
VC_ANCHOR_SHN_SPY_CMDTY_INVVOL,SHN_SPY_CMDTY_INVVOL,0.19715431017980745,1.430977153980074,1.8064784331901076,-0.19572847759577972,1.0072847477359548,37.45818543275128,0.13777600126700051,98.10389343211418,0.04905194671605709,0.558988937593144,0.12906261930963903,0.14974899493009042,0.09239258967284195,0.06980685849428458,947.0,782,0.6243540941670375,0.0,0.3756459058329626,4.0,5.0,4.0,4.3
VC_ANCHOR_SHN_SPY,SHN_SPY,0.1927304717591667,1.4082672064242359,1.7537004862927705,-0.18605496238962715,1.035879233124457,34.76749748040622,0.13685646507989996,97.57468014305509,0.048787340071527546,0.6168831233167106,0.12906261930963903,0.09185480920652385,0.09239258967284195,0.06980685849428458,947.0,782,1.0,0.0,0.0,5.0,3.0,6.0,4.75
