date,MCL=F,USO,SPY,GLD,IEF,TLT,DBC,SHY,BIL,CL=F
2020-05-18,,24.309999465942383,271.1761779785156,162.69000244140625,104.14250183105469,135.6292724609375,10.0239896774292,75.16265869140625,77.33820343017578,31.81999969482422
2020-05-19,,24.440000534057617,268.3908996582031,164.25999450683594,104.4346923828125,136.13668823242188,9.997885704040527,75.20603942871094,77.33820343017578,32.5
2020-05-20,,25.34000015258789,272.950439453125,164.64999389648438,104.46043395996094,136.54429626464844,10.17191219329834,75.20603942871094,77.33820343017578,33.4900016784668
2020-05-21,,26.600000381469727,271.06597900390625,162.25,104.52920532226562,136.8853302001953,10.128405570983887,75.1886978149414,77.3466796875,33.91999816894531
2020-05-22,,25.56999969482422,271.5807189941406,163.2100067138672,104.72682189941406,137.70884704589844,10.050093650817871,75.1886978149414,77.33820343017578,33.25
2020-05-26,,25.65999984741211,274.9267272949219,160.88999938964844,104.45185089111328,135.8621368408203,10.154509544372559,75.1886978149414,77.3466796875,34.349998474121094
2020-05-27,,25.0,279.0173645019531,161.17999267578125,104.53781127929688,135.61257934570312,10.0239896774292,75.17131042480469,77.33820343017578,32.810001373291016
2020-05-28,,25.030000686645508,278.50262451171875,161.72000122070312,104.44329833984375,135.11349487304688,10.07619857788086,75.20603942871094,77.33820343017578,33.709999084472656
2020-05-29,,25.8799991607666,279.7435607910156,162.91000366210938,104.77838134765625,136.0784454345703,10.250226020812988,75.20603942871094,77.33820343017578,35.4900016784668
2020-06-01,,26.219999313354492,280.8741455078125,163.66000366210938,104.73712158203125,135.1623077392578,10.311135292053223,75.19735717773438,77.3466796875,35.439998626708984
2020-06-02,,27.06999969482422,283.1999206542969,162.60000610351562,104.56505584716797,134.6708526611328,10.4242525100708,75.19735717773438,77.3466796875,36.810001373291016
2020-06-03,,27.1200008392334,286.9688415527344,159.60000610351562,103.94580841064453,132.88014221191406,10.4242525100708,75.1365737915039,77.3466796875,37.290000915527344
2020-06-04,,27.5,286.21502685546875,161.27999877929688,103.53292083740234,130.95619201660156,10.511266708374023,75.1539535522461,77.3466796875,37.40999984741211
2020-06-05,,28.8700008392334,293.5505676269531,158.00999450683594,103.016845703125,130.0233612060547,10.720099449157715,75.12789154052734,77.32977294921875,39.54999923706055
2020-06-08,,28.3700008392334,297.09881591796875,159.72000122070312,103.12866973876953,130.5230712890625,10.65048885345459,75.11055755615234,77.33820343017578,38.189998626708984
2020-06-09,,28.420000076293945,294.8835144042969,161.25999450683594,103.4985122680664,132.00563049316406,10.685293197631836,75.1365737915039,77.33820343017578,38.939998626708984
2020-06-10,,28.43000030517578,293.23797607421875,163.57000732421875,104.27265167236328,133.9629364013672,10.754905700683594,75.17997741699219,77.3466796875,39.599998474121094
2020-06-11,,26.360000610351562,276.33319091796875,162.38999938964844,104.6424789428711,136.4949188232422,10.40684986114502,75.14523315429688,77.32977294921875,36.34000015258789
2020-06-12,,26.43000030517578,279.6424560546875,162.6199951171875,104.41026306152344,135.17892456054688,10.450358390808105,75.1712646484375,77.3466796875,36.2599983215332
2020-06-15,,26.979999542236328,282.25311279296875,162.3300018310547,104.32423400878906,135.2538604736328,10.546072006225586,75.1539535522461,77.3466796875,37.119998931884766
2020-06-16,,27.639999389648438,287.685791015625,162.25,104.10922241210938,133.1800079345703,10.633087158203125,75.14523315429688,77.3466796875,38.380001068115234
2020-06-17,,27.280000686645508,286.49072265625,162.55999755859375,104.27265167236328,133.72967529296875,10.580878257751465,75.1712646484375,77.3466796875,37.959999084472656
2020-06-18,,27.889999389648438,286.6011657714844,162.24000549316406,104.50486755371094,135.14561462402344,10.6417875289917,75.16262817382812,77.33820343017578,38.84000015258789
2020-06-19,,28.229999542236328,284.96319580078125,164.02999877929688,104.53929901123047,135.2538604736328,10.728800773620605,75.17997741699219,77.33820343017578,39.75
2020-06-22,,28.979999542236328,286.7912902832031,165.08999633789062,104.44465637207031,135.27052307128906,10.841919898986816,75.16262817382812,77.33820343017578,40.459999084472656
2020-06-23,,28.719999313354492,288.1116027832031,166.47999572753906,104.41026306152344,134.3460693359375,10.78971004486084,75.17997741699219,77.33820343017578,40.369998931884766
2020-06-24,,27.25,280.7622985839844,165.89999389648438,104.60807800292969,135.78697204589844,10.519967079162598,75.18869018554688,77.33820343017578,38.0099983215332
2020-06-25,,27.940000534057617,283.7720947265625,165.8000030517578,104.62528228759766,136.1784210205078,10.615683555603027,75.18869018554688,77.3466796875,38.720001220703125
2020-06-26,,27.360000610351562,277.03216552734375,166.5399932861328,104.9091567993164,137.63601684570312,10.485161781311035,75.2147445678711,77.33820343017578,38.4900016784668
2020-06-29,,28.270000457763672,281.1038513183594,166.6300048828125,105.0123291015625,137.20285034179688,10.65919017791748,75.23211669921875,77.33820343017578,39.70000076293945
2020-06-30,,28.059999465942383,284.7047119140625,167.3699951171875,104.82312774658203,136.53652954101562,10.711398124694824,75.22340393066406,77.33820343017578,39.27000045776367
2020-07-01,,28.350000381469727,286.698974609375,166.6199951171875,104.6595230102539,136.27145385742188,10.798412322998047,75.19818878173828,77.33820343017578,39.81999969482422
2020-07-02,,28.75,288.2778015136719,166.97999572753906,104.7886962890625,136.41317749023438,10.841919898986816,75.23295593261719,77.3466796875,40.650001525878906
2020-07-06,,28.959999084472656,292.7279968261719,167.97999572753906,104.63374328613281,135.85447692871094,10.928933143615723,75.20691680908203,77.33820343017578,40.630001068115234
2020-07-07,,28.790000915527344,289.7088623046875,169.0399932861328,104.9694595336914,137.76402282714844,10.937634468078613,75.22425079345703,77.33820343017578,40.619998931884766
2020-07-08,,29.18000030517578,291.9247131347656,170.08999633789062,104.80590057373047,137.21363830566406,11.076855659484863,75.22425079345703,77.33820343017578,40.900001525878906
2020-07-09,,28.40999984741211,290.2628173828125,169.6300048828125,105.1416244506836,139.39842224121094,10.946335792541504,75.2416763305664,77.33820343017578,39.619998931884766
2020-07-10,,29.030000686645508,293.2265319824219,169.19000244140625,104.9350357055664,138.69798278808594,11.015947341918945,75.21560668945312,77.3466796875,40.54999923706055
2020-07-13,,28.5,290.6876220703125,169.39999389648438,105.04695892333984,139.1566162109375,10.902828216552734,75.21560668945312,77.3466796875,40.099998474121094
2020-07-14,,28.8799991607666,294.45458984375,170.19000244140625,105.038330078125,139.35670471191406,10.955038070678711,75.22425079345703,77.3466796875,40.290000915527344
2020-07-15,,29.290000915527344,297.159912109375,170.33999633789062,105.0039291381836,138.7062225341797,11.085556983947754,75.23295593261719,77.3466796875,41.20000076293945
2020-07-16,,29.15999984741211,296.1811218261719,168.72999572753906,105.08136749267578,139.3651123046875,10.998544692993164,75.23295593261719,77.33820343017578,40.75
2020-07-17,,29.100000381469727,297.0397033691406,170.1199951171875,105.05559539794922,139.0731964111328,11.015947341918945,75.25035858154297,77.3466796875,40.59000015258789
2020-07-20,,29.1200008392334,299.4403076171875,170.94000244140625,105.1244125366211,139.41513061523438,11.007245063781738,75.23295593261719,77.3466796875,40.810001373291016
2020-07-21,,29.719999313354492,300.0774230957031,173.0,105.23631286621094,139.4984588623047,11.163869857788086,75.25035858154297,77.3466796875,41.959999084472656
2020-07-22,,29.75,301.7854309082031,175.6300048828125,105.27078247070312,139.9154052734375,11.233481407165527,75.2416763305664,77.33820343017578,41.900001525878906
2020-07-23,,29.40999984741211,298.18463134765625,177.17999267578125,105.37407684326172,141.5497589111328,11.207377433776855,75.2416763305664,77.3466796875,41.06999969482422
2020-07-24,,29.440000534057617,296.26422119140625,178.6999969482422,105.32247924804688,141.54147338867188,11.224780082702637,75.25035858154297,77.33820343017578,41.290000915527344
2020-07-27,,29.719999313354492,298.42474365234375,182.22999572753906,105.15885925292969,141.01614379882812,11.329197883605957,75.22425079345703,77.33820343017578,41.599998474121094
2020-07-28,,29.350000381469727,296.5320129394531,183.75,105.40855407714844,141.99172973632812,11.26828670501709,75.2416763305664,77.3466796875,41.040000915527344
2020-07-29,,29.56999969482422,300.1789855957031,185.1300048828125,105.5462646484375,141.74986267089844,11.329197883605957,75.259033203125,77.3466796875,41.27000045776367
